,Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap
230,AKZOF,AKZO NOBEL NV ORD NEW,OTCQX International Premier,56.97,,394,Foreign Ordinary Shares,The Netherlands,,
231,AKZOY,AKZO NOBEL N V S/ADR,OTCQX International Premier,18.14,-2.2629,287553,ADRs,The Netherlands,,
232,ASMIY,ASM INTL NV NY REG SHS,OTCQX International Premier,235.63,-1.443,8178,ETFs,The Netherlands,,
233,HKHHF,HEINEKEN HOLDING NV ORD,OTCQX International Premier,67.295,-4.3969,520,Foreign Ordinary Shares,The Netherlands,,
234,HKHHY,HEINEKEN HOLDING NV S/ADR,OTCQX International Premier,33.8,0.3861,37955,ADRs,The Netherlands,,
235,TKGBF,TURKIYE GARANTI BK,OTCQX International Premier,0.89,,0,Foreign Ordinary Shares,Turkey,,
236,TKGBY,TURKIYE GARANTI BNK S/ADR,OTCQX International Premier,1.01,7.4011,300,ADRs,Turkey,,
237,AKBTY,AKBANK T/A/S S/ADR,OTCQX International Premier,1.15,-2.5424,15415,ADRs,Turkey,,
238,TSCDF,TESCO PLC NEW,OTCQX International Premier,2.25,-7.4074,22427,Foreign Ordinary Shares,United Kingdom,England,
239,TSCDY,TESCO PLC S/ADR,OTCQX International Premier,6.94,-2.9371,466465,ADRs,United Kingdom,England,
240,KGFHF,KINGFISHER PLC ORD,OTCQX International Premier,2.535,-5.7656,240,Foreign Ordinary Shares,United Kingdom,,
241,KGFHY,KINGFISHER PLC S/ADR,OTCQX International Premier,4.995,-4.6756,281333,ADRs,United Kingdom,,
242,TATYF,TATE & LYLE PLC ORD NEW,OTCQX International Premier,7.828,,0,Foreign Ordinary Shares,United Kingdom,,
243,TATYY,TATE & LYLE PLC S/ADR,OTCQX International Premier,28.9971,-3.4396,988,ADRs,United Kingdom,,
244,IMBBF,IMPERIAL BRANDS PLC ORD,OTCQX International Premier,20.158,,0,Foreign Ordinary Shares,United Kingdom,,
245,IMBBY,IMPERIAL BRANDS PLC ADR,OTCQX International Premier,20.5,-0.4854,131007,ADRs,United Kingdom,,
246,JSAIY,J SAINSBURY PLC S/ADR,OTCQX International Premier,8.16,-1.9231,103253,ADRs,United Kingdom,,
247,JSNSF,J SAINSBURY PLC ORD,OTCQX International Premier,2.115,-4.039,180,Foreign Ordinary Shares,United Kingdom,,
248,AAUKF,ANGLO AMER PLC ORD.,OTCQX International Premier,28.744,,246,Foreign Ordinary Shares,United Kingdom,,
249,NGLOY,ANGLO AMERICAN SPNS/ADR,OTCQX International Premier,13.8,-5.6088,470307,ADRs,United Kingdom,,
250,EJTTF,EASYJET PLC ORD,OTCQX International Premier,3.75,,0,Foreign Ordinary Shares,United Kingdom,,
251,ESYJY,EASYJET PLC S/ADR,OTCQX International Premier,3.185,-3.7764,97597,ADRs,United Kingdom,,
252,MAKSF,MARKS & SPENCER GRP ORD,OTCQX International Premier,1.11,-11.2,193,Foreign Ordinary Shares,United Kingdom,England,
253,MAKSY,MARKS & SPENCER GRP S/ADR,OTCQX International Premier,2.24,-5.0847,43375,ADRs,United Kingdom,England,
254,EDVMF,ENDEAVOUR MNG PLC,OTCQX International Premier,17.42,-2.4636,28518,Foreign Ordinary Shares,United Kingdom,,
255,BTVCF,BRITVIC PLC ORD,OTCQX International Premier,7.7,-2.1352,858,Foreign Ordinary Shares,United Kingdom,England,
256,BTVCY,BRITVIC PLC S/ADR,OTCQX International Premier,16.162,-0.7858,11071,ADRs,United Kingdom,England,
257,SILXF,SILEX SYSTEMS LTD ORD,OTCQX International,1.84,-10.6796,19942,Foreign Ordinary Shares,Australia,New South Wales,
258,SILXY,SILEX SYS LTD SPON ADR,OTCQX International,9.3,-10.2317,6888,ADRs,Australia,New South Wales,
259,PALAF,PALADIN ENERGY LTD ORD,OTCQX International,0.4615,-3.8542,704011,Foreign Ordinary Shares,Australia,Western Australia,
260,SPHRF,STARPHARMA HOLDINGS LTD,OTCQX International,0.4003,,0,Foreign Ordinary Shares,Australia,Victoria,
261,SPHRY,STARPHARMA HLDGS S/ADR,OTCQX International,3.85,-5.695,2050,ADRs,Australia,Victoria,
262,DYLLF,DEEP YELLOW LTD ORD NEW,OTCQX International,0.54,-8.4746,142066,Foreign Ordinary Shares,Australia,Western Australia,
263,ELVUF,ELEVATE URANIUM LTD,OTCQX International,0.295,-4.8387,241970,Foreign Ordinary Shares,Australia,Western Australia,
264,MNSEF,MAGNIS ENERGY TECH LTD,OTCQX International,0.25775,-12.8929,169882,Foreign Ordinary Shares,Australia,New South Wales,
265,JNDAF,JINDALEE RES LTD ORD,OTCQX International,0.875,,0,Foreign Ordinary Shares,Australia,Western Australia,
266,BNNLF,BANNERMAN ENERGY LTD,OTCQX International,1.11,-8.2645,170201,Foreign Ordinary Shares,Australia,Western Australia,
267,COGZF,COGSTATE LTD ORD,OTCQX International,0.95,,0,Foreign Ordinary Shares,Australia,Victoria,
268,CTTZF,CENTAURUS METALS LTD ORD,OTCQX International,0.646097,-10.2643,6455,Foreign Ordinary Shares,Australia,Western Australia,
269,CIAFF,CHAMPION IRON LTD,OTCQX International,2.9654,-8.2317,13082,Foreign Ordinary Shares,Australia,New South Wales,
270,HHLKF,HOT CHILI LTD NEW,OTCQX International,0.6,-7.1926,7902,Foreign Ordinary Shares,Australia,Western Australia,
271,SREMF,SUNRISE ENERGY METALS LTD,OTCQX International,1.62,-10.0,1400,Foreign Ordinary Shares,Australia,Victoria,
272,BCHPY,BRAINCHIP HLDGS LTD S/ADR,OTCQX International,21.64,,3,ADRs,Australia,New South Wales,
273,BRCHF,BRAINCHIP HLDGS LTD ORD,OTCQX International,0.53,-1.8519,31125,Foreign Ordinary Shares,Australia,New South Wales,
274,FLNCF,FREELANCER LTD ORD,OTCQX International,0.18,,0,Foreign Ordinary Shares,Australia,New South Wales,
275,EMHLF,EUROPEAN METALS HLDGS LTD,OTCQX International,0.64,,0,Foreign Ordinary Shares,Australia,Western Australia,
276,EMHXY,EUROPEAN METALS S/ADR,OTCQX International,11.1099,,0,ADRs,Australia,Western Australia,
277,ERPNF,EUROPEAN METALS CHESS D/I,OTCQX International,0.553,,0,Other Security Type,Australia,Western Australia,
278,BNIGF,BERONI GROUP LTD,OTCQX International,1.6,,0,Foreign Ordinary Shares,Australia,New South Wales,
279,BQSSF,BOSS ENERGY LTD NEW,OTCQX International,1.53,0.0,41615,Foreign Ordinary Shares,Australia,Western Australia,
280,JRVMF,JERVOIS GLOBAL LIMITED,OTCQX International,0.325,-4.4118,143577,Foreign Ordinary Shares,Australia,Victoria,
281,BLSTF,BLACKSTONE MINERALS LTD,OTCQX International,0.118,-7.3783,30500,Common Stock,Australia,Western Australia,
282,NVNXF,NOVONIX LTD,OTCQX International,1.22,-0.813,98375,Foreign Ordinary Shares,Australia,Queensland,
283,WRMCF,WHITE ROCK MINERALS NEW,OTCQX International,0.0591,1.5464,10500,Foreign Ordinary Shares,Australia,Victoria,
284,ECGFF,ECOGRAF LTD,OTCQX International,0.198,,0,Foreign Ordinary Shares,Australia,Western Australia,
285,MZZMF,MATADOR MINING LTD,OTCQX International,0.07505,-11.1834,53832,Foreign Ordinary Shares,Australia,Western Australia,
286,FYIRF,FYI RESOURCES LTD,OTCQX International,0.113,,0,Foreign Ordinary Shares,Australia,Western Australia,
287,NTELF,92 ENERGY LTD,OTCQX International,0.35,-5.4054,10000,Foreign Ordinary Shares,Australia,Western Australia,
288,ALLIF,ATLANTIC LITHIUM LTD,OTCQX International,0.452,-3.8093,40375,Foreign Ordinary Shares,Australia,,
289,SSPCF,SIRIUSPOINT LTD CNTGT RTS,OTCQX International,9.3,,0,Rights,Bermuda,,
290,RQIHF,RANDALL & QUILTER INVT,OTCQX International,0.95,,46,Foreign Ordinary Shares,Bermuda,,
291,SROYF,SAILFISH ROYALTY CORP,OTCQX International,0.5739,-2.5802,45695,Foreign Ordinary Shares,British Virgin Islands,,
292,LSANF,LOS ANDES COPPER LTD,OTCQX International,10.07,,12,Foreign Ordinary Shares,Canada,British Columbia,
293,LONCF,LONCOR GOLD INC,OTCQX International,0.2144,-7.4666,12225,Foreign Ordinary Shares,Canada,Ontario,
294,CXBMF,CALIBRE MINING CORP ORD,OTCQX International,0.6381,-2.5206,114380,Foreign Ordinary Shares,Canada,British Columbia,
295,NDVAF,INDIVA LTD,OTCQX International,0.1024,0.2938,7484,Foreign Ordinary Shares,Canada,Ontario,
296,FGOVF,FREEGOLD VENTURES LTD,OTCQX International,0.3046,-3.6076,60219,Foreign Ordinary Shares,Canada,British Columbia,
297,HMENF,HEMISPHERE ENERGY CORP,OTCQX International,0.95,-3.5533,34550,Foreign Ordinary Shares,Canada,British Columbia,
298,TAOIF,TAG OIL LTD,OTCQX International,0.319671,-22.0505,32700,Foreign Ordinary Shares,Canada,British Columbia,
299,RUPRF,RUPERT RESOURCES LTD,OTCQX International,2.64,-0.3774,2850,Foreign Ordinary Shares,Canada,British Columbia,
300,ALLXF,ARIS GOLD CORP,OTCQX International,1.17,-2.5,28296,Foreign Ordinary Shares,Canada,British Columbia,
301,MBAIF,CIBT EDUCATION GROUP INC,OTCQX International,0.396,,0,Foreign Ordinary Shares,Canada,British Columbia,
302,MRVFF,NUVO PHARMACEUTICALS ORD,OTCQX International,0.593,2.2414,350,Foreign Ordinary Shares,Canada,Ontario,
303,SRLZF,SALAZAR RESOURCES LTD ORD,OTCQX International,0.0894,,0,Foreign Ordinary Shares,Canada,British Columbia,
304,CBWTF,AUXLY CANNABIS GRP INC,OTCQX International,0.0304,-8.1571,502479,Foreign Ordinary Shares,Canada,Ontario,
305,STRPF,STARR PEAK MNG LTD,OTCQX International,0.5484,-3.705,11995,Foreign Ordinary Shares,Canada,British Columbia,
306,NWCCF,NORTHWEST COPPER CORP,OTCQX International,0.17825,-6.5286,4037,Foreign Ordinary Shares,Canada,British Columbia,
307,GXSFF,GOLDSOURCE MINES INC,OTCQX International,0.231045,-3.7313,30660,Foreign Ordinary Shares,Canada,British Columbia,
308,COPAF,COPAUR MINERALS INC,OTCQX International,0.27427,-11.2682,46900,Foreign Ordinary Shares,Canada,British Columbia,
309,JAGGF,JAGUAR MINING INC,OTCQX International,2.0598,-7.6323,25766,Foreign Ordinary Shares,Canada,Ontario,
310,CYDVF,CYPRESS DEVELOPMENT CORP,OTCQX International,0.8654,-3.6303,130552,Foreign Ordinary Shares,Canada,British Columbia,
311,CVVUF,CANALASKA URANIUM LTD,OTCQX International,0.3065,-1.129,74059,Foreign Ordinary Shares,Canada,British Columbia,
312,ABSSF,AIRBOSS OF AMERICA CORP,OTCQX International,6.88,2.8447,450,Foreign Ordinary Shares,Canada,Ontario,
313,PLSDF,PULSE SEISMIC INC,OTCQX International,1.43,,0,Foreign Ordinary Shares,Canada,Alberta,
314,ATLYF,ALTALEY MINING CORP,OTCQX International,0.08134,-12.1693,29200,Foreign Ordinary Shares,Canada,British Columbia,
315,CNNEF,CANACOL ENERGY ORD,OTCQX International,1.45,-5.4759,26036,Foreign Ordinary Shares,Canada,Alberta,
316,OLNCF,OMNI LITE INDUS CDA INC,OTCQX International,0.6208,,0,Foreign Ordinary Shares,Canada,Ontario,
317,SGNLF,SIGNAL GOLD INC,OTCQX International,0.2678,-0.2607,1500,Foreign Ordinary Shares,Canada,Ontario,
318,QTRHF,QUARTERHILL INC,OTCQX International,1.24,,0,Foreign Ordinary Shares,Canada,Ontario,
319,GLBXF,GLOBEX MNG ENTERPRS NEW,OTCQX International,0.51,-5.0279,42400,Foreign Ordinary Shares,Canada,Ontario,
320,RIOFF,RIO2 LIMITED NEW,OTCQX International,0.0884,-5.9574,64014,Foreign Ordinary Shares,Canada,Ontario,
321,GSVRF,GUANAJUATO SILVER CO LTD,OTCQX International,0.23,-9.0909,542490,Foreign Ordinary Shares,Canada,British Columbia,
322,BSXGF,BELO SUN MINING CORP ORD,OTCQX International,0.1487,-3.754,511339,Foreign Ordinary Shares,Canada,Ontario,
323,CRPOF,CEAPRO INC,OTCQX International,0.5024,2.6144,21267,Foreign Ordinary Shares,Canada,Alberta,
324,FMCXF,FORAN MINING CORP,OTCQX International,1.63,-0.6098,15325,Foreign Ordinary Shares,Canada,British Columbia,
325,LMRXF,LARAMIDE RESOURCE LTD,OTCQX International,0.3152,-5.9104,119050,Foreign Ordinary Shares,Canada,Ontario,
326,MEAUF,MONETA GOLD INC,OTCQX International,1.03,-7.2072,16665,Foreign Ordinary Shares,Canada,Ontario,
327,NKOSF,LABRADOR GOLD CORP,OTCQX International,0.1875,-8.4919,55315,Foreign Ordinary Shares,Canada,Ontario,
328,RECAF,RECONNAISSANCE EGY AFRICA,OTCQX International,3.21,3.2188,606600,Foreign Ordinary Shares,Canada,British Columbia,
329,GLATF,GLOBAL ATOMIC CORP,OTCQX International,2.39,-4.0161,213958,Foreign Ordinary Shares,Canada,Ontario,
330,SSVFF,STHN SILVER EXPL CORP,OTCQX International,0.125,-3.1008,141701,Foreign Ordinary Shares,Canada,British Columbia,
331,DRRSF,ARIANNE PHOSPHATE INC ORD,OTCQX International,0.264,-8.5556,184111,Foreign Ordinary Shares,Canada,Quebec,
332,ESKYF,ESKAY MINING CORP,OTCQX International,1.0,9.3494,125663,Foreign Ordinary Shares,Canada,Ontario,
333,MBXBF,MICROBIX BIOSYSTEMS INC,OTCQX International,0.3694,-4.8527,370,Foreign Ordinary Shares,Canada,Ontario,
334,HNCKF,GIGA METALS CORP,OTCQX International,0.215,-8.2099,212468,Foreign Ordinary Shares,Canada,British Columbia,
335,AOTVF,ASCOT RESOURCES LTD,OTCQX International,0.2273,-9.08,327681,Foreign Ordinary Shares,Canada,British Columbia,
336,IDKFF,THREED CAPITAL INC,OTCQX International,0.37,8.8235,1949,Foreign Ordinary Shares,Canada,Ontario,
337,LITOF,FRONTIER LITHIUM ORD,OTCQX International,1.55,-5.4878,74910,Foreign Ordinary Shares,Canada,Ontario,
338,OCGSF,OUTCROP SILVER & GOLD CP,OTCQX International,0.11515,-4.0417,106390,Foreign Ordinary Shares,Canada,British Columbia,
339,ELRRF,ELORO RESOURCES LTD,OTCQX International,2.255,-3.4757,62217,Foreign Ordinary Shares,Canada,Ontario,
340,EXCOF,EXCO TECHS LTD,OTCQX International,5.75,-1.5411,1190,Foreign Ordinary Shares,Canada,Ontario,
341,ARREF,AMERIGO RESOURCES LTD,OTCQX International,0.6485,0.5115,70861,Foreign Ordinary Shares,Canada,British Columbia,
342,KOREF,KORE MNG LTD,OTCQX International,0.075,-11.7647,144443,Foreign Ordinary Shares,Canada,British Columbia,
343,WLBMF,WALLBRIDGE MINING CO LTD,OTCQX International,0.097258,-3.705,767949,Foreign Ordinary Shares,Canada,Ontario,
344,HEOFF,H2O INNOVATION INC,OTCQX International,1.45,0.0,33279,Foreign Ordinary Shares,Canada,Quebec,
345,CHXMF,TROILUS GOLD CORP,OTCQX International,0.2849,-5.0333,500,Foreign Ordinary Shares,Canada,Quebec,
346,ATUSF,ALTIUS MINERALS CORP,OTCQX International,12.31,-3.5266,41461,Foreign Ordinary Shares,Canada,Newfoundland,
347,AUNFF,AURCANA SILVER CORP,OTCQX International,0.00725,11.5385,843254,Foreign Ordinary Shares,Canada,British Columbia,
348,CMRZF,COMMERCE RES CORP,OTCQX International,0.0857,,0,Foreign Ordinary Shares,Canada,British Columbia,
349,AMXEF,AMEX EXPLORATION INC ORD,OTCQX International,1.11,0.8999,8618,Foreign Ordinary Shares,Canada,Quebec,
350,INXSF,INTOUCH INSIGHT LTD LTD,OTCQX International,0.3977,4.6579,196,Foreign Ordinary Shares,Canada,Ontario,
351,HSTXF,HELIOSTAR METALS LTD,OTCQX International,0.1621,-9.3907,8824,Foreign Ordinary Shares,Canada,British Columbia,
352,CHPGF,CHESAPEAKE GOLD CORP,OTCQX International,1.42799,0.5627,23891,Foreign Ordinary Shares,Canada,British Columbia,
353,LMGDF,LUMINA GOLD CORP,OTCQX International,0.19,-5.0,134093,Foreign Ordinary Shares,Canada,British Columbia,
354,ISRJF,REGEN III CORP,OTCQX International,0.73717,,30,Foreign Ordinary Shares,Canada,British Columbia,
355,RCKTF,ROCK TECH LINTHIUM INC,OTCQX International,1.75,-8.949,3730,Foreign Ordinary Shares,Canada,British Columbia,
356,TPRFF,GCM MNG CORP,OTCQX International,2.31,-2.1186,34020,Foreign Ordinary Shares,Canada,Ontario,
357,FLYLF,FLYHT AEROSPACE SLTNS LTD,OTCQX International,0.572885,,5000,Foreign Ordinary Shares,Canada,Alberta,
358,BCEKF,BEAR CREEK MINING CORP,OTCQX International,0.3485,-0.4286,31834,Foreign Ordinary Shares,Canada,British Columbia,
359,NUMIF,NUMINUS WELLNESS INC,OTCQX International,0.17747,-6.742,238709,Foreign Ordinary Shares,Canada,British Columbia,
360,GALKF,GALANTAS GOLD CORP,OTCQX International,0.28,-9.6774,66298,Foreign Ordinary Shares,Canada,Ontario,
361,SGSVF,SABINA GOLD & SILVER CORP,OTCQX International,0.67736,-6.1015,153732,Foreign Ordinary Shares,Canada,British Columbia,
362,PTALF,PETROTAL CORP ORD,OTCQX International,0.4156,-4.1844,776036,Foreign Ordinary Shares,Canada,Alberta,
363,SRGXF,SURGE COPPER CORP,OTCQX International,0.0966,-16.3636,15751,Foreign Ordinary Shares,Canada,British Columbia,
364,TRBMF,TORQ RESOURCES INC,OTCQX International,0.5443,,0,Foreign Ordinary Shares,Canada,British Columbia,
365,LUGDF,LUNDIN GOLD INC,OTCQX International,6.41,-4.6131,5538,Foreign Ordinary Shares,Canada,British Columbia,
366,DYFSF,DYNACERT INC,OTCQX International,0.1704,-4.5378,14002,Foreign Ordinary Shares,Canada,Ontario,
367,PRMNF,PRIME MINING CORP,OTCQX International,0.9283,-8.9902,14980,Foreign Ordinary Shares,Canada,British Columbia,
368,AZMTF,AZIMUT EXPL ORD,OTCQX International,0.45,-8.0319,10369,Foreign Ordinary Shares,Canada,Quebec,
369,WHGOF,WHITE GOLD CORP ORD,OTCQX International,0.229025,1.4283,3000,Foreign Ordinary Shares,Canada,Ontario,
370,DLTNF,DELTA 9 CANNABIS INC,OTCQX International,0.0822,-7.7441,3566,Foreign Ordinary Shares,Canada,Manitoba,
371,TSKFF,TALISKER RES LTD,OTCQX International,0.0845,,0,Foreign Ordinary Shares,Canada,Ontario,
372,CWLPF,CALDWELL PARTNER INTL CRP,OTCQX International,1.2603,,0,Foreign Ordinary Shares,Canada,Ontario,
373,MISVF,MINCO SILVER CORP,OTCQX International,0.119455,-5.9409,53125,Foreign Ordinary Shares,Canada,British Columbia,
374,WDOFF,WESDOME GOLD MINES LTD,OTCQX International,5.5545,-4.7566,95590,Foreign Ordinary Shares,Canada,Ontario,
375,CPFXF,COPPER FOX METALS INC,OTCQX International,0.1464,-1.3477,12788,Foreign Ordinary Shares,Canada,Alberta,
376,XEBEF,XEBEC ADSORPTION INC,OTCQX International,0.3744,-7.3038,42111,Foreign Ordinary Shares,Canada,Quebec,
377,MAIFF,MINERA ALAMOS INC,OTCQX International,0.31,-5.4013,280269,Foreign Ordinary Shares,Canada,Ontario,
378,DCMDF,DATA COMMUN MGMT CORP,OTCQX International,0.96,,0,Foreign Ordinary Shares,Canada,Ontario,
379,DKLRF,DECKLAR RES INC,OTCQX International,0.1946,,0,Foreign Ordinary Shares,Canada,Ontario,
380,CVALF,COVALON TECHS LTD,OTCQX International,1.83,-4.1885,1900,Foreign Ordinary Shares,Canada,Ontario,
381,UURAF,UCORE RARE METALS INC,OTCQX International,0.549,-3.0549,8687,Foreign Ordinary Shares,Canada,Nova Scotia,
382,CNSNF,CONSTANTINE METAL RES,OTCQX International,0.18,-5.2632,18600,Foreign Ordinary Shares,Canada,British Columbia,
383,MAKOF,MAKO MNG CORP,OTCQX International,0.1244,-4.1602,58900,Foreign Ordinary Shares,Canada,British Columbia,
384,HPQFF,HPQ SILICON INC,OTCQX International,0.19145,0.7632,3466,Foreign Ordinary Shares,Canada,Quebec,
385,CRECF,CRITICAL ELEMENTS LITHIUM,OTCQX International,1.075,-11.8852,27345,Foreign Ordinary Shares,Canada,Quebec,
386,OILSF,SATURN OIL & GAS INC,OTCQX International,1.73,-2.2599,9189,Foreign Ordinary Shares,Canada,Alberta,
387,OPSSF,OPSENS INC,OTCQX International,1.86,-3.3766,33413,Foreign Ordinary Shares,Canada,Quebec,
388,TSRMF,TREASURY METALS INC,OTCQX International,0.1905,-0.1572,14838,Foreign Ordinary Shares,Canada,Ontario,
389,ORZCF,OREZONE GOLD CORP,OTCQX International,0.9069,-4.2344,124510,Foreign Ordinary Shares,Canada,British Columbia,
390,PHNMF,PHENOM RESOURCES CORP,OTCQX International,0.24255,-2.5512,105558,Foreign Ordinary Shares,Canada,British Columbia,
391,DMEHF,DESERT MTN ENERGY CORP,OTCQX International,1.9,-4.3929,27578,Foreign Ordinary Shares,Canada,British Columbia,
392,BONXF,BONTERRA RES INC ORD,OTCQX International,0.3622,-11.0205,75722,Foreign Ordinary Shares,Canada,Quebec,
393,MIMZF,NIGHTHAWK GOLD CORP,OTCQX International,0.2175,-3.6758,16300,Foreign Ordinary Shares,Canada,Ontario,
394,OMZNF,OSISKO METALS INC,OTCQX International,0.2222,-8.9344,2500,Foreign Ordinary Shares,Canada,Quebec,
395,AYASF,AYA GOLD & SILVER INC,OTCQX International,5.09,4.0049,6715,Foreign Ordinary Shares,Canada,Quebec,
396,GASXF,NG ENERGY INTL CORP,OTCQX International,0.5413,-8.2542,7258,Foreign Ordinary Shares,Canada,British Columbia,
397,SILEF,SILVER ELEPHANT MNG CORP,OTCQX International,0.38725,0.0387,7506,Foreign Ordinary Shares,Canada,British Columbia,
398,GPHOF,GRAPHITE ONE INC,OTCQX International,0.726091,-3.1879,44165,Foreign Ordinary Shares,Canada,British Columbia,
399,MMRGF,MINAURUM GOLD INC ORD,OTCQX International,0.1294,-7.5714,155074,Foreign Ordinary Shares,Canada,British Columbia,
400,LOMLF,LION ONE METALS LTD,OTCQX International,0.4824,1.7722,426336,Foreign Ordinary Shares,Canada,British Columbia,
401,KRRGF,KARORA RESOURCES INC,OTCQX International,1.77,-7.8125,298900,Foreign Ordinary Shares,Canada,Ontario,
402,AIRRF,AURION RESOURCES LTD ORD,OTCQX International,0.28,-2.7778,7750,Foreign Ordinary Shares,Canada,Newfoundland,
403,TGLDF,TRILLIUM GOLD MINES INC,OTCQX International,0.1341,-4.2143,1332,Foreign Ordinary Shares,Canada,British Columbia,
404,OGNRF,OROGEN ROYALTIES INC,OTCQX International,0.28552,1.1765,341885,Foreign Ordinary Shares,Canada,British Columbia,
405,TNYBF,TINLEY BEVERAGE CO ORD,OTCQX International,0.0581,7.3144,6012,Foreign Ordinary Shares,Canada,Ontario,
406,GUYGF,G2 GOLDFIELDS INC,OTCQX International,0.4746,3.715,12600,Common Stock,Canada,Ontario,
407,GLGDF,GOGOLD RESOURCES INC ORD,OTCQX International,1.02,-3.7736,128916,Foreign Ordinary Shares,Canada,Nova Scotia,
408,LGDTF,LIBERTY GOLD CORP ORD,OTCQX International,0.252,-2.2081,221573,Foreign Ordinary Shares,Canada,British Columbia,
409,AAGFF,AFTERMATH SILVER LTD ORD,OTCQX International,0.1131,-4.1525,48237,Foreign Ordinary Shares,Canada,British Columbia,
410,WEXPF,WESTERN EXPL INC,OTCQX International,0.85245,-2.1297,100,Foreign Ordinary Shares,Canada,British Columbia,
411,EVGDF,ELEVATION GOLD MNG CORP,OTCQX International,0.0748,-12.7188,25324,Foreign Ordinary Shares,Canada,British Columbia,
412,CGLCF,CASSIAR GOLD CORP,OTCQX International,0.3949,-3.6359,195885,Foreign Ordinary Shares,Canada,Alberta,
413,WVMDF,WEST VAULT MINING INC.,OTCQX International,0.6553,-3.055,1105,Foreign Ordinary Shares,Canada,British Columbia,
414,DNCVF,DEFIANCE SILVER CORP,OTCQX International,0.1721,-11.2887,185862,Foreign Ordinary Shares,Canada,British Columbia,
415,ARSMF,ARES STRATEGIC MNG INC,OTCQX International,0.23855,-11.6154,92117,Foreign Ordinary Shares,Canada,British Columbia,
416,CLLXF,CALLINEX MINES INC,OTCQX International,1.83,-2.478,15580,Foreign Ordinary Shares,Canada,British Columbia,
417,CBULF,GRATOMIC INC,OTCQX International,0.328,-1.9139,31062,Foreign Ordinary Shares,Canada,Ontario,
418,NSRPF,NOVO RES CORP,OTCQX International,0.341,8.254,141069,Foreign Ordinary Shares,Canada,British Columbia,
419,DOLLF,DOLLY VARDEN SILVER CORP,OTCQX International,0.265,-8.5999,284899,Foreign Ordinary Shares,Canada,British Columbia,
420,TAKOF,DRONE DELIVRY CDA COM&VAR,OTCQX International,0.2657,2.2316,12013,Foreign Ordinary Shares,Canada,Ontario,
421,MGDPF,MARATHON GOLD CORP ORD,OTCQX International,0.64832,-3.6503,60141,Foreign Ordinary Shares,Canada,Ontario,
422,TOBAF,TAAT GLOBAL ALTERNATIVES,OTCQX International,0.6518,-7.5461,86268,Foreign Ordinary Shares,Canada,British Columbia,
423,MGPHF,MASON GRAPHITE INC,OTCQX International,0.1965,-2.963,21756,Foreign Ordinary Shares,Canada,Quebec,
424,ATCMF,ATICO MINING CORP,OTCQX International,0.1717,,0,Foreign Ordinary Shares,Canada,British Columbia,
425,IFABF,IFABRIC CORPORATION,OTCQX International,0.77362,-15.2754,100,Foreign Ordinary Shares,Canada,Ontario,
426,AHOTF,AMERICAN HOTEL I/P REIT,OTCQX International,2.1703,-4.3752,5550,Units,Canada,British Columbia,
427,FCUUF,FISSION URANIUM CORP ORD,OTCQX International,0.459,-5.7204,383172,Foreign Ordinary Shares,Canada,British Columbia,
428,ALMTF,ALMONTY INDS INC ORD,OTCQX International,0.44525,-1.0556,14605,Foreign Ordinary Shares,Canada,Ontario,
429,SECUF,SSC SEC SVCS CORP,OTCQX International,2.22,-0.8929,10200,Foreign Ordinary Shares,Canada,Saskatchewan,
430,ALVOF,ALVOPETRO ENERGY LTD,OTCQX International,4.99,-0.5976,18023,Foreign Ordinary Shares,Canada,Alberta,
431,YGTFF,GOLD TERRA RESOURCE CORP,OTCQX International,0.1052,-5.3957,19690,Foreign Ordinary Shares,Canada,British Columbia,
432,GENGF,GEAR ENERGY LTD,OTCQX International,0.76335,-6.3029,445457,Foreign Ordinary Shares,Canada,Alberta,
433,NAUFF,NEVGOLD CORP,OTCQX International,0.2834,4.0477,2650,Foreign Ordinary Shares,Canada,British Columbia,
434,ATBPF,ANTIBE THERAPEUTICS INC,OTCQX International,0.4479,1.9577,5102,Foreign Ordinary Shares,Canada,Ontario,
435,JRNGF,JOURNEY ENERGY INC,OTCQX International,3.075,-8.209,219506,Foreign Ordinary Shares,Canada,Alberta,
436,CPPKF,FARADAY COPPER CORP,OTCQX International,0.275,-0.722,22126,Foreign Ordinary Shares,Canada,British Columbia,
437,RGLSF,REGULUS RES INC,OTCQX International,0.63255,-10.5431,2000,Foreign Ordinary Shares,Canada,British Columbia,
438,FFMGF,FIRST MINING GOLD CORP,OTCQX International,0.14765,-4.4337,219710,Foreign Ordinary Shares,Canada,British Columbia,
439,VLMGF,VISCOUNT MINING CORP ORD,OTCQX International,0.282825,-1.4719,43216,Foreign Ordinary Shares,Canada,British Columbia,
440,MSNVF,MISSION READY SOLTNS INC,OTCQX International,0.0833,-3.5321,12983,Foreign Ordinary Shares,Canada,British Columbia,
441,PTRUF,PETRUS RES LTD ORD,OTCQX International,1.3,-7.1429,15542,Foreign Ordinary Shares,Canada,Alberta,
442,SLVTF,SILVER TIGER METALS INC,OTCQX International,0.16105,-14.0402,204969,Foreign Ordinary Shares,Canada,Nova Scotia,
