,Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap
8911,THRYW,THRYV HOLDINGS WT 8/15/23,Pink Current,7.05,,0,Warrants,USA,Texas,
8912,MDVP,MED SPA VACATIONS INC,Pink Current,0.0,,0,Common Stock,USA,North Carolina,
8913,ALTMW,ALTUS MIDSTREAM CO WTS,Pink Current,0.0045,-4.2553,93060,Warrants,USA,Texas,
8914,OZSC,OZOP ENERGY SOLUTIONS INC,Pink Current,0.01,-2.439,10974713,Common Stock,USA,New York,
8915,CMRB,FIRST COMMERCE BK LKEW0OD,Pink Current,6.66,,0,Common Stock,USA,New Jersey,
8916,ASFT,APPSOFT TECHNOLOGIES INC,Pink Current,0.6,,0,Common Stock,USA,New York,
8917,GXXM,GEX MGMT INC,Pink Current,0.0027,-6.8966,580360,Common Stock,USA,Texas,
8918,HRRB,HORIZON BANCORP INC AZ,Pink Current,18.36,-0.2174,9150,Common Stock,USA,Arizona,
8919,BRLL,BARREL ENERGY INC,Pink Current,0.036,-10.0,1334379,Common Stock,USA,Nevada,
8920,FORZ,FORZA INNOVATIONS INC,Pink Current,0.0021,-2.3256,1586000,Common Stock,USA,California,
8921,DMTKW,DERMTECH INC WTS,Pink Current,0.28,-15.1515,7000,Warrants,USA,California,
8922,TPPM,TMPOS INC,Pink Current,0.154,0.0065,5000,Common Stock,USA,Georgia,
8923,HRGG,HERITAGE NOLA BANCORP INC,Pink Current,17.99,,0,Common Stock,USA,Louisiana,
8924,RVCB,RIVER VY CMNTY BANCORP,Pink Current,21.07,-0.1895,794,Common Stock,USA,California,
8925,QURT,QUARTA-RAD INC,Pink Current,0.308,-7.159,5000,Common Stock,USA,Delaware,
8926,BBCPW,CONCRETE PUMPNG HLD WT23,Pink Current,0.55,,0,Warrants,USA,Colorado,
8927,TDDWW,TIDEWATER INC 7/31/42 WTS,Pink Current,0.01,,0,Warrants,USA,Texas,
8928,PHCG,PURE HARVEST CORPRATE GRP,Pink Current,0.0143,,0,Common Stock,USA,Colorado,
8929,CNGFF,CHANGE FINANCIAL LTD,Pink Current,0.0705,,0,Foreign Ordinary Shares,USA,California,
8930,CSSEW,CHICKEN SP SOUL ENT WT 23,Pink Current,0.0,,0,Warrants,USA,Connecticut,
8931,CSSEZ,CHICKEN SP SL ENT WT Z 24,Pink Current,0.0,,0,Warrants,USA,Connecticut,
8932,TLLYF,TRILOGY INTL PARTNERS INC,Pink Current,0.14,,0,Foreign Ordinary Shares,USA,Washington,
8933,PLLTL,PIEDMONT LITHIUM INC CD,Pink Current,0.53,-10.6239,11000,Other Security Type,USA,North Carolina,
8934,AESEW,ALLIED ESPORTS ENTMT WTS,Pink Current,0.0129,,24,Warrants,USA,California,
8935,SNNF,SENECA FINL CORP,Pink Current,12.12,,0,Common Stock,USA,New York,
8936,ALNAQ,ALLENA PHARMACEUTICAL INC,Pink Current,0.022,4.7619,1544227,Common Stock,USA,Massachusetts,
8937,XFORW,X4 PHARMACEUTICLS WT 24,Pink Current,0.0257,,0,Warrants,USA,Massachusetts,
8938,XFOWW,X4 PHARMACCLS WT 24 CL B,Pink Current,0.014,,0,Warrants,USA,Massachusetts,
8939,RWRDP,ICONSUMER CORP PFD A,Pink Current,0.092,,0,Preferred Stock,USA,Delaware,
8940,ENSCW,ENSYSCE BIOSCIENCE WTS,Pink Current,0.045,,0,Warrants,USA,California,
8941,PLYN,PALAYAN RES INC,Pink Current,0.0469,,0,Common Stock,USA,Florida,
8942,SATT,SATIVUS TECH CORP,Pink Current,0.5997,,5,Common Stock,USA,Maryland,
8943,SSBP,SSB BANCORP INC,Pink Current,8.5,,0,Common Stock,USA,Pennsylvania,
8944,VTDRF,VANTAGE DRILLING INTENTL,Pink Current,17.4,,0,Foreign Ordinary Shares,USA,Texas,
8945,LAZYW,LAZYDAYS HLDGS WTS 2023,Pink Current,1.28,10.3448,150,Warrants,USA,Florida,
8946,BXXY,BOXXY INC,Pink Current,0.1,,35,Common Stock,USA,Texas,
8947,MGOM,MIGOM GLOBAL CORP,Pink Current,100.24,,0,Common Stock,USA,New York,
8948,APQT,APPLIQATE INC,Pink Current,0.0101,,0,Common Stock,USA,Wyoming,
8949,ARGC,ARION GROUP CORP,Pink Current,2.85,,0,Common Stock,USA,California,
8950,ELLH,ELAH HLDGS INC,Pink Current,67.01,,1,Common Stock,USA,Texas,
8951,NVNBW,ENVVENO MEDICAL CP WT 26,Pink Current,1.7,,0,Warrants,USA,California,
8952,EDVR,ENDEAVOR BANCORP,Pink Current,11.0,,0,Common Stock,USA,California,
8953,RVIC,RETAIL VALUE INC,Pink Current,0.4198,-0.0476,65848,Common Stock,USA,Ohio,
8954,GCAN,GREATER CANNABIS CO INC,Pink Current,0.0007,-12.5,985750,Common Stock,USA,Maryland,
8955,CABT,COASTAL BK&TR JCKSNVLE NC,Pink Current,7.1,,0,Common Stock,USA,North Carolina,
8956,PLHWF,PLANET 13 HLDGS WT 22,Pink Current,0.0005,,0,Warrants,USA,Nevada,
8957,PLTWF,PLANET 13 HLDGS WT 23,Pink Current,0.0003,,0,Warrants,USA,Nevada,
8958,YJGJ,YIJIA GROUP CORP,Pink Current,2.0,,0,Common Stock,USA,Wyoming,
8959,GTECW,GREENLAND TECH HLDG WTS,Pink Current,0.4,,0,Warrants,USA,New Jersey,
8960,MVXM,MOVEIX INC,Pink Current,3.75,,0,Common Stock,USA,Arizona,
8961,ADIWW,ADIAL PHARMAC WTS 24,Pink Current,0.148,,0,Warrants,USA,Virginia,
8962,BLIS,BELISS CORP,Pink Current,0.0239,19.5,65000,Common Stock,USA,Florida,
8963,BIMT,BITMIS CORP,Pink Current,4.99,,0,Common Stock,USA,Connecticut,
8964,KNIT,KINETIC GROUP INC,Pink Current,3.53,,0,Common Stock,USA,Florida,
8965,SGBG,SIGNATURE BK GA SNDY SPGS,Pink Current,1.0,-20.0,500,Common Stock,USA,Georgia,
8966,LKSB,LAKESIDE BANCSHARES INC,Pink Current,10.0,,0,Common Stock,USA,Louisiana,
8967,EQTNP,EQUITRANS MIDSTREAM PFD A,Pink Current,21.2,,0,Preferred Stock,USA,Pennsylvania,
8968,CDAB,COEUR D ALENE BANCORP,Pink Current,11.22,,0,Common Stock,USA,Idaho,
8969,BWMY,BORROWMONEY.COM INC,Pink Current,0.03,,0,Common Stock,USA,Florida,
8970,MCHN,MCHENRY BANCORP INC,Pink Current,35.09,,0,Common Stock,USA,Illinois,
8971,CNBP,CORNERSTONE BANCORP INC,Pink Current,64.25,,0,Common Stock,USA,Illinois,
8972,CWPE,CW PETROLEUM CORP,Pink Current,0.41,,22,Common Stock,USA,Texas,
8973,CITZ,CITIZENS BANCSHARES CP SC,Pink Current,30.01,,0,Common Stock,USA,South Carolina,
8974,PBKC,PIONEER BANKCORP INC,Pink Current,36.8,-3.1579,2200,Common Stock,USA,Florida,
8975,FWAV,FOURTH WAVE ENERGY INC,Pink Current,0.043,-33.8462,27047,Common Stock,USA,Florida,
8976,VADP,VADO CORP NEW,Pink Current,11.3,,0,Common Stock,USA,Utah,
8977,WBZB,WASHINGTON BUSINESS BK,Pink Current,25.25,,0,Common Stock,USA,Washington,
8978,RGMP,REGNUM CORP,Pink Current,0.165,,0,Common Stock,USA,New York,
8979,ORVRF,ORCHID VENTURES INC,Pink Current,0.014,,0,Foreign Ordinary Shares,USA,California,
8980,TBBA,TEB BANCORP INC,Pink Current,7.75,,0,Common Stock,USA,Wisconsin,
8981,HWIN,HOMETOWN INTL INC,Pink Current,7.0,,0,Common Stock,USA,California,
8982,MSWV,MAIN STREET MAIN ST FINCL,Pink Current,16.9,,0,Common Stock,USA,West Virginia,
8983,SOUB,SOUTHPOINT BANCSHARES INC,Pink Current,30.26,,0,Common Stock,USA,Alabama,
8984,GWBK,GATEWAY BK FSB OAKLND CA,Pink Current,0.33,,0,Common Stock,USA,California,
8985,KCRD,KINDCARD INC,Pink Current,0.0,,0,Common Stock,USA,Florida,
8986,ELVG,ELVICTOR GROUP INC,Pink Current,0.029,,0,Common Stock,USA,New York,
8987,MBOF,MARINE BANCORP FLA INC,Pink Current,28.25,-5.8333,100,Common Stock,USA,Florida,
8988,FGFI,FIRST GREENWICH FCL INC,Pink Current,16.25,,0,Common Stock,USA,Connecticut,
8989,ZUUS,ZEUUS INC,Pink Current,13.5,,0,Common Stock,USA,New York,
8990,GHBWF,GLASS HOUSE BRANDS  WT 27,Pink Current,0.25,,0,Warrants,USA,California,
8991,LIFX,LIFE360 INC CHESS DEP INT,Pink Current,3.75,,23439,Other Security Type,USA,California,
8992,VSBC,VITASPRING BIOMEDICAL CO,Pink Current,13.8,,0,Common Stock,USA,California,
8993,WOBK,WOODSBORO BK MD,Pink Current,49.6,,0,Common Stock,USA,Maryland,
8994,ASAV,ASI AVIATION INC,Pink Current,0.5101,,0,Common Stock,USA,Nevada,
8995,YAYO,YAYYO INC,Pink Current,0.35,2.9412,22837,Common Stock,USA,California,
8996,DSWR,DESEO SWIMWEAR INC,Pink Current,0.0,,0,Common Stock,USA,Florida,
8997,HLTC,HEALTHCARE TR INC,Pink Current,6.7,,0,Common Stock,USA,New York,
8998,MPCB,MOUNTAIN PACIFIC BANCORP,Pink Current,7.5,,0,Common Stock,USA,Washington,
8999,GDMK,GLOBAL DVRSFIED MKTG,Pink Current,0.25,,0,Common Stock,USA,New York,
9000,KLDI,KLDISCOVERY,Pink Current,3.9,,500,Common Stock,USA,Virginia,
9001,KLDIW,KLDISCOVERY WTS 2025,Pink Current,0.15,,0,Warrants,USA,Virginia,
9002,VONI,VERONI BRANDS CORP,Pink Current,1.75,,0,Common Stock,USA,Illinois,
9003,GNRSU,GREENROSE ACQ CORP UTS,Pink Current,1.5,,0,Units,USA,New York,
9004,YOURF,YOURWAY CANNABIS BRANDS,Pink Current,0.04646,-2.1277,173560,Foreign Ordinary Shares,USA,Arizona,
9005,MMCWF,MIND MEDICINE NEW WTS 23,Pink Current,0.30982,,0,Warrants,USA,New York,
9006,MMDCF,MIND MEDCNE NEW WTS 24,Pink Current,0.034,-15.0,36395,Warrants,USA,New York,
9007,NSWEF,NITRO SOFTWARE LTD,Pink Current,1.04,,0,Foreign Ordinary Shares,USA,California,
9008,WBQNL,WOODBRIDGE LIQ TR CL A,Pink Current,2.41,,0,Other Security Type,USA,California,
9009,OBTX,OBITX INC,Pink Current,2.31,-7.6,472,Common Stock,USA,Florida,
9010,MSYN,MS YOUNG ADVNTRE  ENT,Pink Current,0.191988,,0,Common Stock,USA,Idaho,
9011,CINV,CRUCIAL INNOVATIONS CORP,Pink Current,6.0,,0,Common Stock,USA,Nevada,
9012,SEZNL,SEZZLE INC CHESS DEP INT,Pink Current,0.3889,,0,Other Security Type,USA,Minnesota,
9013,FSBH,FSBH CORP,Pink Current,8.99,,0,Common Stock,USA,Georgia,
9014,HOJI,HOUSE OF JANE INC,Pink Current,2.0,,0,Common Stock,USA,Arizona,
9015,AVHHL,AVITA MED INC CDI,Pink Current,0.0012,,0,Other Security Type,USA,California,
9016,LAAOF,LI AUTO INC CLASS A,Pink Current,14.2448,,0,Foreign Ordinary Shares,USA,New York,
9017,DPUI,DISCOUNT PRINT USA INC,Pink Current,0.0126,-6.6667,220,Common Stock,USA,Nevada,
9018,NOTR,NOWTRANSIT INC,Pink Current,9.0,,0,Common Stock,USA,Utah,
9019,BBXIB,BBX CAPITAL INC B,Pink Current,8.35,,0,Common Stock,USA,Florida,
9020,GRMWF,TPCO HLDG CORP WT 26,Pink Current,0.1,0.0,12723,Warrants,USA,California,
9021,TBBC,TRIAD BUSINESS BANK,Pink Current,9.75,,0,Common Stock,USA,North Carolina,
9022,DNRRW,DENBURY INC WT 23 B,Pink Current,44.0,-6.383,6614,Warrants,USA,Texas,
9023,DNRWW,DENBURY INC WT 25 A,Pink Current,50.0,,0,Warrants,USA,Texas,
9024,LNBY,LANDBAY INC CLASS A,Pink Current,0.6,,0,Common Stock,USA,New York,
9025,IPODW,SOCIAL CAP HEDSOPHA IV WT,Pink Current,0.0011,0.0,234274,Warrants,USA,California,
9026,IPOFW,SOCIAL CAP HEDSOPHA VI WT,Pink Current,0.0011,-26.6667,369687,Warrants,USA,California,
9027,GRTT,GRIFFIN RLTY TRUST INC T,Pink Current,0.0,,0,Common Stock,USA,California,
9028,LGCP,LEGION CAP CORP,Pink Current,0.58,,0,Common Stock,USA,Florida,
9029,CMRF,CIM REAL ESTTE FIN TR INC,Pink Current,5.76,,0,Common Stock,USA,Arizona,
9030,SSST,SMARTSTOP SELF STRGE T,Pink Current,0.0,,0,Common Stock,USA,California,
9031,STSFF,SMARTSTOP SELF STRGE REIT,Pink Current,13.64,,0,Common Stock,USA,California,
9032,PCOK,PACIFIC OAK STRATEGIC OPP,Pink Current,7.16,,0,Common Stock,USA,California,
9033,KBSR,KBS REAL EST INVT TR III,Pink Current,6.75,,0,Common Stock,USA,California,
9034,GOLQ,GOLOGIQ INC,Pink Current,1.71,-24.769,600,Common Stock,USA,New York,
9035,STBK,STUDIO FINL HLDGS INC,Pink Current,13.25,,0,Common Stock,USA,Tennessee,
9036,CHMT,CHARMT INC,Pink Current,0.52,,0,Common Stock,USA,Florida,
9037,KWAC,KINGSWOOD ACQ CORP A,Pink Current,10.26,,1,Common Stock,USA,New York,
9038,KWACU,KINGSWOOD ACQ CORP UTS,Pink Current,10.1,,0,Units,USA,New York,
9039,KWACW,KINGSWOOD ACQ CORP WTS,Pink Current,0.0201,,9,Warrants,USA,New York,
9040,CRXTQ,CLARUS THERAPUTCS HLDGS,Pink Current,0.029755,13.5687,681320,Common Stock,USA,Illinois,
9041,CRXWQ,CLARUS THERAPUTCS HLDG WT,Pink Current,0.00625,22.549,10377,Warrants,USA,Illinois,
9042,THPTF,TECHPOINT INC,Pink Current,19.75,,0,Foreign Ordinary Shares,USA,California,
9043,CBDHF,HEMPFUSION WELLNESS INC,Pink Current,0.05,-5.303,54401,Foreign Ordinary Shares,USA,Colorado,
9044,TRLC,TRILINC GB IMPACT FD UT A,Pink Current,4.5,,0,Units,USA,California,
9045,SKFG,STARK FOCUS GROUP INC,Pink Current,0.705,-6.0,4792,Common Stock,USA,Florida,
9046,LVCE,LIVECARE INC,Pink Current,1.25,,0,Common Stock,USA,Utah,
9047,GWYGU,GATEWAY GARAGE PARTNERS,Pink Current,181.0,0.0,2,Units,USA,New York,
9048,WRMK,WATERMARK LODGING TRUST A,Pink Current,5.0,,71,Common Stock,USA,Illinois,
9049,SCTH,SECURETECH INNOVATINS INC,Pink Current,0.0,,0,Common Stock,USA,Minnesota,
9050,HGTPW,HAGERTY INC PIPE WT 26,Pink Current,0.0,,0,Warrants,USA,Michigan,
9051,MBBC,MARATHON BANCORP INC,Pink Current,10.94,,0,Common Stock,USA,Wisconsin,
9052,ACHN,ACHISON INC A,Pink Current,0.204,,0,Common Stock,USA,New York,
9053,NBLRF,NOBEL CORP TRANCHE 2 WTS,Pink Current,11.25,0.0,4351,Warrants,USA,Texas,
9054,NBLTF,NOBEL CORP TRANCHE 1 WTS,Pink Current,16.01,,113,Warrants,USA,Texas,
9055,NBLWF,NOBEL CORP TRANCHE 3 WTS,Pink Current,0.85,-26.087,3612,Warrants,USA,Texas,
9056,ZMENY,ZHANGMEN EDUCATON INC ADR,Pink Current,0.2002,0.0,27160,ADRs,USA,New York,
9057,CEAI,CREATIONS INC,Pink Current,0.0,,0,Common Stock,USA,New York,
9058,KBSG,KBS GROWTH & INCME REIT A,Pink Current,0.0,,0,Common Stock,USA,California,
9059,BBOP,BEBOP CHANNEL CORP,Pink Current,0.35,40.0,8000,Common Stock,USA,New York,
9060,STRG,STARGUIDE GROUP INC,Pink Current,1.0,,0,Common Stock,USA,Nevada,
9061,KEYR,KEYSTAR CORP,Pink Current,3.0,,0,Common Stock,USA,Nevada,
9062,WRPT,WARPSPEED TAXI INC,Pink Current,0.0201,,0,Common Stock,USA,Nevada,
9063,GRAZ,GRAZE INC PFD A,Pink Current,5.0,,0,Preferred Stock,USA,California,
9064,RBNK,RIVERBANK HOLDING COMPANY,Pink Current,15.0,,0,Common Stock,USA,Washington,
9065,EVVL,EVIL EMPIRE DESIGNS INC.,Pink Current,0.3101,-31.0889,148900,Common Stock,USA,Nevada,
9066,FCCI,FAST CASUAL CONCEPTS INC,Pink Current,0.5,,0,Common Stock,USA,Pennsylvania,
9067,MNAO,MINARO CORP,Pink Current,1.0,,0,Common Stock,USA,Utah,
9068,PLQC,PLAINS ACQUISITION CORP,Pink Current,40.1,,0,Common Stock,USA,Texas,
9069,CJAX,COJAX OIL & GAS CORP,Pink Current,2.1,,0,Common Stock,USA,Virginia,
9070,PCBB,PACIFIC COAST BANKERS BK,Pink Current,0.0,,0,Common Stock,USA,California,
9071,GRTA,GRIFFIN REALTY TRUST A,Pink Current,0.0,,0,Common Stock,USA,California,
9072,GRTAA,GRIFFIN REALTY TRUST AA,Pink Current,7.6,,0,Common Stock,USA,California,
9073,MCLE,MEDICALE CORP,Pink Current,2.0,,0,Common Stock,USA,Georgia,
9074,GWLL,GOLDENWELL BIOTECH INC,Pink Current,0.0,,0,Common Stock,USA,Ohio,
9075,FIGI,FREEDOM INTERNET GROP INC,Pink Current,2.05,,0,Common Stock,USA,Puerto Rico,
9076,CTWD,COTTONWOOD MLTFMLY OPP RT,Pink Current,0.0,,0,Other Security Type,USA,Utah,
9077,LDEDS,LANDA APP 8645 EMBREY DR,Pink Current,6.0,,8,Other Security Type,USA,New York,
9078,LDEGS,LANDA APP 1246 ELGIN WAY,Pink Current,0.0,,5,Other Security Type,USA,New York,
9079,LDSMS,LANDA APP 1743 SUMMERWOOD,Pink Current,0.0,,15,Other Security Type,USA,New York,
9080,LDSUS,LANDA APP1703 SUMMERWOODS,Pink Current,4.73,,31,Other Security Type,USA,New York,
9081,LNDAS,LANDA APP LLC MBR 10167,Pink Current,0.0,,8,Other Security Type,USA,New York,
9082,LNDBS,LANDA APP LLC MBR 1910,Pink Current,0.0,,39,Other Security Type,USA,New York,
9083,LNDDS,LANDA APP LLC MBR 593,Pink Current,0.0,,1,Other Security Type,USA,New York,
9084,LNDES,LANDA APP LLC MBR 6436,Pink Current,5.6,,10,Other Security Type,USA,New York,
9085,LNDFS,LANDA APP LLC MBR 6440,Pink Current,5.37,,1,Other Security Type,USA,New York,
9086,LNDHS,LANDA APP LLC MBR 729,Pink Current,4.0,,16,Other Security Type,USA,New York,
9087,LNDIS,LANDA APP LLC MBR 8796,Pink Current,3.5,,203,Other Security Type,USA,New York,
9088,LNDJS,LANDA APP LLC MBR 8780,Pink Current,6.75,,1,Other Security Type,USA,New York,
9089,LNDKS,LANDA APP LLC MBR 6848,Pink Current,5.92,,34,Other Security Type,USA,New York,
9090,LNDOS,LANDA APP LLC MBR 1394,Pink Current,14.97,,3,Other Security Type,USA,New York,
9091,LNDPS,LANDA APP 8569 CREEKWOOD,Pink Current,5.94,,17,Other Security Type,USA,New York,
9092,LNDRS,LANDA APP 8677 ASHLEY WAY,Pink Current,5.73,,6,Other Security Type,USA,New York,
9093,LNDSS,LANDA APP 7349 EXETER CT,Pink Current,0.0,,11,Other Security Type,USA,New York,
9094,LNDUS,LANDA APP 687 UTOY COURT,Pink Current,0.0,,50,Other Security Type,USA,New York,
9095,LNDWS,LANDA APP 8651 ASHLEY,Pink Current,0.0,,13,Other Security Type,USA,New York,
9096,OGDAS,OTIS GALLERY LLC MBR 039,Pink Current,0.0,,0,Other Security Type,USA,New York,
9097,OGDBS,OTIS GALLERY LLC MBR 053,Pink Current,5.49,,0,Other Security Type,USA,New York,
9098,OGDCS,OTIS GALLERY LLC MBR 086,Pink Current,0.0,,0,Other Security Type,USA,New York,
9099,OGDDS,OTIS GALLERY LLC MBR 111,Pink Current,0.0,,0,Other Security Type,USA,New York,
9100,OGDES,OTIS GALLERY LLC MBR 113,Pink Current,0.0,,0,Other Security Type,USA,New York,
9101,OGDFS,OTIS GALLERY LLC MBR 022,Pink Current,0.0,,0,Other Security Type,USA,New York,
9102,OGDHS,OTIS GALLERY LLC MBR 023,Pink Current,0.0,,0,Other Security Type,USA,New York,
9103,OGDIS,OTIS GALLERY LLC MBR 033,Pink Current,0.0,,0,Other Security Type,USA,New York,
9104,OGDJS,OTIS GALLERY LLC MBR 056,Pink Current,0.0,,0,Other Security Type,USA,New York,
9105,OGDKS,OTIS GALLERY LLC MBR 057,Pink Current,0.0,,0,Other Security Type,USA,New York,
9106,OGDLS,OTIS GALLERY LLC MBR 121,Pink Current,0.7,,0,Other Security Type,USA,New York,
9107,OGDMS,OTIS GALLERY LLC MBR 119,Pink Current,0.65,,0,Other Security Type,USA,New York,
9108,OGFKS,OTIS GALLERY LLC MBR 028,Pink Current,0.0,,0,Other Security Type,USA,New York,
9109,OGFPS,OTIS GALLERY LLC MBR 019,Pink Current,0.0,,0,Other Security Type,USA,New York,
9110,OGGFS,OTIS GALLERY LLC MBR 054,Pink Current,0.0,,0,Other Security Type,USA,New York,
9111,OGGLS,OTIS GALLERY LLC MBR 004,Pink Current,0.0,,0,Other Security Type,USA,New York,
9112,OGGMS,OTIS GALLERY LLC MBR 008,Pink Current,0.0,,0,Other Security Type,USA,New York,
9113,OGGTS,OTIS GALLERY LLC MBR 010,Pink Current,0.0,,0,Other Security Type,USA,New York,
9114,OGGXS,OTIS GALLERY LLC MBR 011,Pink Current,0.0,,0,Other Security Type,USA,New York,
9115,OGLAS,OTIS GALLERY LLC MBR 070,Pink Current,0.0,,0,Other Security Type,USA,New York,
9116,OGLCS,OTIS GALLERY LLC MBR 083,Pink Current,3.5,,0,Other Security Type,USA,New York,
9117,OGLFS,OTIS GALLERY LLC MBR 099,Pink Current,16.13,,0,Other Security Type,USA,New York,
9118,OGLGS,OTIS GALLERY LLC MBR 079,Pink Current,0.0,,0,Other Security Type,USA,New York,
9119,OGLHS,OTIS GALLERY LLC MBR 114,Pink Current,0.0,,0,Other Security Type,USA,New York,
9120,OGLMS,OTIS GALLERY LLC MBR 012,Pink Current,0.0,,0,Other Security Type,USA,New York,
9121,OGLYS,OTIS GALLERY LLC MBR 062,Pink Current,0.0,,0,Other Security Type,USA,New York,
9122,OGMAS,OTIS GALLERY LLC MBR 098,Pink Current,0.0,,0,Other Security Type,USA,New York,
9123,OGMBS,OTIS GALLERY LLC MBR 122,Pink Current,1.15,,0,Other Security Type,USA,New York,
9124,OGPKS,OTIS GALLERY LLC MBR 116,Pink Current,0.76,,0,Other Security Type,USA,New York,
9125,OGSAS,OTIS GALLERY LLC MBR 013,Pink Current,0.0,,0,Other Security Type,USA,New York,
9126,OGSBS,OTIS GALLERY LLC MBR 021,Pink Current,0.0,,0,Other Security Type,USA,New York,
9127,OGSCS,OTIS GALLERY LLC MBR 035,Pink Current,0.0,,0,Other Security Type,USA,New York,
9128,OGSDS,OTIS GALLERY LLC MBR 032,Pink Current,0.0,,0,Other Security Type,USA,New York,
9129,OGSES,OTIS GALLERY LLC MBR 041,Pink Current,0.0,,0,Other Security Type,USA,New York,
9130,OGSFS,OTIS GALLERY LLC MBR 077,Pink Current,0.0,,0,Other Security Type,USA,New York,
9131,OGSGS,OTIS GALLERY LLC MBR 042,Pink Current,0.0,,0,Other Security Type,USA,New York,
9132,OGSHS,OTIS GALLERY LLC MBR 065,Pink Current,0.0,,0,Other Security Type,USA,New York,
9133,OGSJS,OTIS GALLERY LLC MBR 075,Pink Current,0.0,,0,Other Security Type,USA,New York,
9134,OGSKS,OTIS GALLERY LLC MBR 076,Pink Current,4.45,,0,Other Security Type,USA,New York,
9135,OGSLS,OTIS GALLERY LLC MBR 037,Pink Current,0.0,,0,Other Security Type,USA,New York,
9136,OGSNS,OTIS GALLERY LLC MBR 091,Pink Current,0.0,,0,Other Security Type,USA,New York,
9137,OGSOS,OTIS GALLERY LLC MBR 003,Pink Current,0.0,,0,Other Security Type,USA,New York,
9138,OGSSS,OTIS GALLERY LLC MBR 015,Pink Current,0.0,,0,Other Security Type,USA,New York,
9139,OGSTS,OTIS GALLERY LLC MBR 049,Pink Current,7.0,,0,Other Security Type,USA,New York,
9140,OGSUS,OTIS GALLERY LLC MBR 047,Pink Current,0.0,,0,Other Security Type,USA,New York,
9141,OGSVS,OTIS GALLERY LLC MBR 104,Pink Current,0.0,,0,Other Security Type,USA,New York,
9142,OGSWS,OTIS GALLERY LLC MBR 105,Pink Current,0.0,,0,Other Security Type,USA,New York,
9143,OGSXS,OTIS GALLERY LLC MBR 107,Pink Current,0.0,,0,Other Security Type,USA,New York,
9144,OGSYS,OTIS GALLERY LLC MBR 109,Pink Current,0.0,,0,Foreign Ordinary Shares,USA,New York,
9145,OGSZS,OTIS GALLERY LLC MBR 038,Pink Current,0.0,,0,Other Security Type,USA,New York,
9146,OGTDS,OTIS GALLERY LLC MBR 018,Pink Current,0.0,,0,Other Security Type,USA,New York,
9147,OSGAS,OTIS GALLERY LLC MBR 016,Pink Current,0.0,,0,Other Security Type,USA,New York,
9148,OSGBS,OTIS GALLERY LLC MBR 017,Pink Current,0.0,,0,Other Security Type,USA,New York,
9149,OSGLS,OTIS GALLERY LLC MBR 080,Pink Current,0.0,,0,Other Security Type,USA,New York,
9150,OSGPS,OTIS GALLERY LLC MBR 048,Pink Current,0.0,,0,Other Security Type,USA,New York,
9151,OSGVS,OTIS GALLERY LLC MBR 029,Pink Current,0.0,,0,Other Security Type,USA,New York,
9152,OSGWS,OTIS GALLERY LLC MBR 055,Pink Current,0.0,,0,Other Security Type,USA,New York,
9153,OTAGS,OTIS GALLERY LLC MBR 046,Pink Current,0.0,,0,Other Security Type,USA,New York,
9154,OTBGS,OTIS GALLERY LLC MBR 052,Pink Current,0.0,,0,Other Security Type,USA,New York,
9155,OTEGS,OTIS GALLERY LLC MBR 094,Pink Current,0.0,,0,Other Security Type,USA,New York,
9156,OTFGS,OTIS GALLERY LLC MBR 095,Pink Current,0.0,,0,Other Security Type,USA,New York,
9157,OTGAS,OTIS GALLERY LLC MBR 115,Pink Current,0.0,,0,Other Security Type,USA,New York,
9158,OTGBS,OTIS GALLERY LLC MBR 044,Pink Current,5.0,,0,Other Security Type,USA,New York,
9159,OTGFS,OTIS GALLERY LLC MBR 100,Pink Current,0.0,,0,Other Security Type,USA,New York,
9160,OTGGS,OTIS GALLERY LLC MBR 069,Pink Current,0.0,,0,Other Security Type,USA,New York,
9161,OTGKS,OTIS GALLERY LLC MBR 031,Pink Current,0.0,,0,Other Security Type,USA,New York,
9162,OTGLS,OTIS GALLERY LLC MBR 071,Pink Current,9.0,,0,Other Security Type,USA,New York,
9163,OTGOS,OTIS GALLERY LLC MBR 009,Pink Current,0.0,,0,Other Security Type,USA,New York,
9164,OTGPS,OTIS GALLERY LLC MBR 064,Pink Current,0.0,,0,Other Security Type,USA,New York,
9165,OTGRS,OTIS GALLERY LLC MBR 067,Pink Current,0.0,,0,Other Security Type,USA,New York,
9166,OTGSS,OTIS GALLERY LLC MBR 051,Pink Current,0.0,,0,Other Security Type,USA,New York,
9167,OTGTS,OTIS GALLERY LLC MBR 030,Pink Current,0.0,,0,Other Security Type,USA,New York,
9168,OTGUS,OTIS GALLERY LLC MBR 014,Pink Current,0.0,,0,Other Security Type,USA,New York,
9169,OTGVS,OTIS GALLERY LLC MBR 026,Pink Current,0.0,,0,Other Security Type,USA,New York,
9170,OTGWS,OTIS GALLERY LLC MBR 050,Pink Current,0.0,,0,Other Security Type,USA,New York,
9171,OTGXS,OTIS GALLERY LLC MBR 058,Pink Current,0.0,,0,Other Security Type,USA,New York,
9172,OTGYS,OTIS GALLERY LLC MBR 061,Pink Current,0.0,,0,Other Security Type,USA,New York,
9173,OTGZS,OTIS GALLERY LLC MBR 096,Pink Current,0.0,,0,Other Security Type,USA,New York,
