Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code
EDVR,ENDEAVOR BANCORP,Pink Current,11.0,,0,Common Stock,USA,California,"37,197,622",6022 - State commercial banks
TMRR,TEMIR CORP,OTCQB,0.225,,0,Common Stock,Hong Kong,,"1,505,741",4700 - Transportation Services
MDBPF,MEDIBANK PRIVATE LTD,Pink Current,2.1,,0,Common Stock,,,Not Available,Not Available
RVIC,RETAIL VALUE INC,Pink Current,0.4497,7.1224,109566,Common Stock,USA,Ohio,"9,496,382",6500 - Real Estate
VTNA,VETANOVA INC,Pink Current,0.02,,0,Common Stock,USA,Colorado,"9,023,443",100 - Agricultural Production-Crops
PHBI,PHARMAGREEN BIOTECH INC,OTCQB,0.00975,-7.1429,279515,Common Stock,Canada,British Columbia,"4,312,044","4581 - Airports, flying fields and services"
VIVC,VIVIC CORP,OTCQB,0.6002,,0,Common Stock,USA,Nevada,"15,333,195",7990 - Services-Miscellaneous Amusement & Recreation
INFT,INFINITY BANK SNTA ANA CA,OTCQB,8.65,,0,Common Stock,USA,California,"28,767,443",Not Available
KOAN,RESONATE BLENDS INC,OTCQB,0.0425,,0,Common Stock,USA,California,"3,205,036",7372 - Prepackaged software
VICA,RAFINA INNOVATIONS INC,Pink Current,0.0044,-2.2222,2009950,Common Stock,USA,Nevada,"611,508",.
GCAN,GREATER CANNABIS CO INC,Pink Current,0.0007,0.0,1650000,Common Stock,USA,Maryland,"468,047",.
CABT,COASTAL BK&TR JCKSNVLE NC,Pink Current,7.1,,0,Common Stock,USA,North Carolina,"18,285,823",.
GKIN,GUSKIN GOLD CORP.,OTCQB,1.0,0.0,17421,Common Stock,USA,California,"47,994,825",.
MIFF,MIFFLINBURG BANCORP INC,Pink Current,32.0,,0,Common Stock,USA,Pennsylvania,"59,879,040",.
YJGJ,YIJIA GROUP CORP,Pink Current,2.0,,0,Common Stock,USA,Wyoming,"11,742,500",.
RVIV,REVIV3 PROCARE CO,OTCQB,0.225,,0,Common Stock,USA,California,"25,868,199",.
TLSS,TRANSPORTATION & LOGISTIC,Pink Current,0.0058,1.7544,1889695,Common Stock,USA,Florida,"19,654,560",4700 - Transportation Services
BLFE,BIOLIFE SCIENCES INC,Pink Current,0.03,9.2021,333702,Common Stock,USA,Nevada,"2,772,738",8742 - Management consulting services
ENDI,ENDI CORP,OTCQB,4.52,,0,Common Stock,USA,Virginia,"24,644,771",6282 - Investment advice
HYEX,HEALTHY EXTRACTS INC,OTCQB,0.0625,,0,Common Stock,USA,Colorado,"21,552,028",7374 - Data processing and preparation
MVXM,MOVEIX INC,Pink Current,3.75,,0,Common Stock,USA,Arizona,"327,114,953",3790 - Miscellaneous Transportation Equipment
CNBN,CNB BK SHS INC,OTCQX U.S. Premier,20.3,-0.9756,200,Common Stock,USA,Illinois,"109,643,995",6712 - Bank holding companies
MRZM,MARIZYME INC,OTCQB,1.9,,0,Common Stock,USA,Florida,"77,573,563",2834 - Pharmaceutical preparations
HSBI,HERITAGE SOUTHEAST BANCRP,OTCQX U.S.,28.5,0.0,100,Common Stock,USA,Georgia,"200,131,275",6022 - State commercial banks
AUMC,AURYN MINING CORP,Pink Current,0.3821,,0,Common Stock,USA,Indiana,"26,747,000",1000 - Metal Mining
BSFO,BANK OF SAN FRANCISCO,OTCQX U.S.,26.63,,0,Common Stock,USA,California,"55,805,881",6022 - State commercial banks
BLIS,BELISS CORP,Pink Current,0.02,-16.318,254000,Common Stock,USA,Florida,"291,199",.
BIMT,BITMIS CORP,Pink Current,4.99,,0,Common Stock,USA,Connecticut,"31,191,243",.
CNCZF,CONICO LTD,Pink Current,0.05,,0,Common Stock,Australia,Western Australia,Not Available,.
XIACF,XIAOMI CORP,Pink Current,1.21,,0,Common Stock,Hong Kong,,"30,162,227,810",Not Available
BIXT,BIOXYTRAN INC,Pink Current,0.84,2.439,12731,Common Stock,USA,Massachusetts,"103,331,747",2834 - Pharmaceutical preparations
EAWC,ECCO AUTO WORLD CORP,Pink Current,0.0,,0,Common Stock,China,Hong Kong,Not Available,7371 - Custom computer programming services
KNIT,KINETIC GROUP INC,Pink Current,3.53,,0,Common Stock,USA,Florida,"92,910,306",7310 - Services-Advertising
ECOX,ECO INNOVATION GRP INC,Pink Current,0.0007,0.0,1330302,Common Stock,USA,California,"519,474","3690 - Miscellaneous Electrical Machinery, Equipment & Supplies"
SVVB,SAVI FINANCIAL CORP,Pink Current,9.75,,0,Common Stock,USA,Washington,"33,551,037",Not Available
BUUZ,CALETHOS INC,Pink Current,2.46,,0,Common Stock,USA,California,"63,949,228",6798 - Real estate investment trusts
ZUKI,ZUKI INC,Pink Current,0.1887,,0,Common Stock,USA,Nevada,"13,054,020",7372 - Prepackaged software
AATP,AGAPE ATP CORP,Pink Current,4.01,,0,Common Stock,Malaysia,,"302,562,568",8000 - Services-Health Services
NXGT,NEXTELIGENT HOLDINGS INC,Pink Current,0.022,,0,Common Stock,USA,New York,"1,626,624",Not Available
SMPP,STRATEGIC MGMT&OPPTY,Pink Current,0.007,,0,Common Stock,USA,Florida,"3,320,004","5122 - Drugs, proprietaries, and sundries"
MSSV,MESO NUMISMATICS INC,Pink Current,0.038,,0,Common Stock,USA,Florida,"465,534","5990 - Retail-Retail Stores, NEC"
SGBG,SIGNATURE BK GA SNDY SPGS,Pink Current,1.0,,0,Common Stock,USA,Georgia,"28,073,200",6022 - State commercial banks
VBVT,VIABUILT VENTURES INC,Pink Current,0.75,,0,Common Stock,USA,Nevada,"42,711,798",1000 - Metal Mining
INLB,ITEM 9 LABS CORP,OTCQX U.S.,0.38,-5.0,7750,Common Stock,USA,Arizona,"36,180,789",3843 - Dental equipment and supplies
LKSB,LAKESIDE BANCSHARES INC,Pink Current,10.0,,0,Common Stock,USA,Louisiana,"20,956,330",Not Available
DPWW,DIEGO PELLICER WORLDW INC,Pink Current,0.0054,-6.8966,5500,Common Stock,USA,Nevada,"1,411,198",8200 - Services-Educational Services
BNKL,BIONIK LABORATORIES CORP,Pink Current,0.302,,0,Common Stock,USA,Massachusetts,"2,043,985",3842 - Surgical appliances and supplies
NTEI,NOVA TECH ENTERPRISES INC,Pink Current,0.27,,0,Common Stock,USA,Nevada,"1,246,404",2080 - Beverages
OWVI,ONE WORLD VENTURES INC,Pink Current,0.0699,0.0,1000,Common Stock,USA,Nevada,"58,999,283",.
CDAB,COEUR D ALENE BANCORP,Pink Current,11.22,,0,Common Stock,USA,Idaho,"21,217,626",.
SNRG,SUSGLOBAL ENERGY CORP,OTCQB,0.35,2.9715,86675,Common Stock,Canada,Ontario,"37,008,230",.
WRIV,WHITE RIVER BANCSHARES CO,OTCQX U.S.,79.35,,0,Common Stock,USA,Arkansas,"78,953,012",.
FNBT,FINEMARK HOLDINGS INC,OTCQX U.S.,31.35,,0,Common Stock,USA,Florida,"368,457,804",.
SSDT,SHENGSHI ELEVATOR INTL,Pink Current,2.05,,0,Common Stock,Hong Kong,,"1,238,138,500",8742 - Management consulting services
SINC,SINCERITY APPLIED MAT CP,Pink Current,0.14,3.7037,29363,Common Stock,Australia,New South Wales,"3,851,050","2820 - Plastic Material, Synth Resin/Rubber, Cellulos (No Glass)"
GTEH,GENTECH HOLDINGS INC,Pink Current,0.0001,0.0,22040079,Common Stock,USA,Colorado,"3,049,422",7372 - Prepackaged software
CLEGF,COLES GROUP LTD,Pink Current,12.22,14.7418,1000,Common Stock,Australia,,Not Available,5331 - Variety stores
ALID,ALLIED CORP,OTCQB,0.6495,9.9171,33143,Common Stock,USA,Nevada,"61,031,952",5961 - Catalog and mail-order houses
THCT,THC THERAPEUTICS INC,Pink Current,0.0281,,0,Common Stock,USA,Nevada,"952,356",3523 - Farm machinery and equipment
HJGP,HANJIAO GROUP INC,Pink Current,0.51,45.7143,1833,Common Stock,China,,"49,572,525",2833 - Medicinal and botanicals
OSBK,OCONEE FINL CORP,OTCQX U.S.,41.05,-0.1459,280,Common Stock,USA,Georgia,"36,783,838",6022 - State commercial banks
CCVS,CITIZENS COMMERCE BANCSHS,Pink Current,7.75,,0,Common Stock,USA,Kentucky,"29,391,364",6035 - Federal savings institutions
EDGS,EDGE DATA SOLUTIONS INC,Pink Current,0.0,,0,Common Stock,USA,Georgia,Not Available,3790 - Miscellaneous Transportation Equipment
FNGGF,ODESSA MINERALS LTD,Pink Current,0.0025,,0,Common Stock,,,Not Available,Not Available
LYPHF,LUYE PHARMA GROUP LTD,Pink Current,0.75,,0,Common Stock,,,Not Available,Not Available
CPPTF,CIRCLE PROPERTY PLC,Pink Current,2.3301,,0,Common Stock,Jersey,,Not Available,Not Available
LDSN,LUDUSON G INC,OTCQB,0.11,,0,Common Stock,USA,California,"3,103,100",.
SKVI,SKINVISIBLE INC,OTCQB,0.17,,0,Common Stock,USA,Nevada,"771,773",.
CNBP,CORNERSTONE BANCORP INC,Pink Current,64.25,,0,Common Stock,USA,Illinois,"63,870,154",.
MAGE,MAGELLAN GOLD CORP,Pink Current,0.22,,0,Common Stock,USA,Idaho,"2,585,822",.
BYSD,BAYSIDE CORP,Pink Current,0.289,43.7811,100,Common Stock,USA,Florida,"88,511",.
MPCMF,MAPLETREE PANASIA REIT,Pink Current,1.9,,0,Common Stock,Singapore,,Not Available,.
FAVO,FAVO CAPITAL INC,Pink Current,0.15,,4,Common Stock,USA,New York,"3,443,210",6500 - Real Estate
BNOW,BOON INDUSTRIES INC,Pink Current,0.0004,0.0,1262000,Common Stock,USA,California,"1,331,875",2890 - Miscellaneous Chemical Products
OWPC,ONE WORLD PRODUCTS INC,OTCQB,0.105,5.1051,141717,Common Stock,USA,Nevada,"7,056,305",2834 - Pharmaceutical preparations
BOMO,BOWMO INC.,Pink Current,0.0007,0.0,300957689,Common Stock,USA,New York,"13,000,894","3751 - Motorcycles, bicycles, and parts"
EVSV,ENVIRO-SERV INC,Pink Current,0.0125,,0,Common Stock,USA,Florida,"346,044",7380 - Services-Miscellaneous Business Services
AKOM,AERKOMM INC,OTCQX U.S.,5.03,,62,Common Stock,USA,Nevada,"49,641,900","4899 - Communication services, misc"
ICNB,ICONIC BRANDS INC,Pink Current,0.2,42.8571,111722,Common Stock,USA,New York,"21,414,428",2080 - Beverages
CITZ,CITIZENS BANCSHARES CP SC,Pink Current,30.01,,0,Common Stock,USA,South Carolina,"71,658,508","6029 - Commercial banks, misc"
BICX,BIOCORRX INC NEW,OTCQB,2.145,,76,Common Stock,USA,California,"15,280,073","8093 - Specialty outpatient clinics, misc"
CBDL,CBD LIFE SCIENCES INC,Pink Current,0.0001,0.0,21220303,Common Stock,USA,Arizona,"4,070,624",7380 - Services-Miscellaneous Business Services
LHIL,LEADER HILL CORP,Pink Current,3.25,,0,Common Stock,China,,"15,681,250",8742 - Management consulting services
PBKC,PIONEER BANKCORP INC,Pink Current,41.0,11.413,752,Common Stock,USA,Florida,"46,834,792",6022 - State commercial banks
GHMP,GOOD HEMP INC,Pink Current,0.003,0.0,8332735,Common Stock,USA,North Carolina,"709,481",2080 - Beverages
SKAS,SAKER AVIATION SVCS,OTCQB,3.8,,0,Common Stock,USA,New York,"3,710,054","4581 - Airports, flying fields and services"
ILAL,INTERNATIONAL LAND ALLICE,OTCQB,0.196,-8.3255,302242,Common Stock,USA,California,"7,083,054","6552 - Subdivisers and developers, misc"
FWAV,FOURTH WAVE ENERGY INC,Pink Current,0.055,27.907,20351,Common Stock,USA,Florida,"21,474,060",8082 - Home health care services
SLDX,STELLA DIAGNOSTICS INC,Pink Current,0.13,,0,Common Stock,USA,Utah,"12,743,837",7373 - Computer integrated systems design
WBZB,WASHINGTON BUSINESS BK,Pink Current,25.25,,0,Common Stock,USA,Washington,"17,442,145",6022 - State commercial banks
RGMP,REGNUM CORP,Pink Current,0.165,,0,Common Stock,USA,New York,"3,786,750",7819 - Services allied to motion pictures
ALPIB,ALPINE BKS COLO CL B,OTCQX U.S.,30.1,0.3333,2400,Common Stock,USA,Colorado,"256,133,903",6712 - Bank holding companies
ADOB,ADORBS INC,Pink Current,0.0,,0,Common Stock,Canada,Saskatchewan,Not Available,2300 - Apparel & Other Finishd Prods of Fabrics & Similar Matl
DSGT,DSG GLOBAL INC,OTCQB,0.0575,-4.0067,296963,Common Stock,Canada,British Columbia,"8,157,274",7373 - Computer integrated systems design
GTHP,GUIDED THERAPEUTCS INC,OTCQB,0.55,17.6471,110,Common Stock,USA,Georgia,"26,245,144",3845 - Electromedical equipment
HOVVB,HOVNANIAN ENTRPRS B NEW,Pink Current,65.0,,0,Common Stock,USA,New Jersey,"42,848,455",1531 - Operative builders
PPHI,POSITIVE PHYSICIANS HLDGS,OTCQX U.S.,6.4,,0,Common Stock,USA,Pennsylvania,"23,139,200","6331 - Fire, marine, and casualty insurance"
RELT,RELIANT HOLDINGS INC,OTCQB,0.0721,,0,Common Stock,USA,Texas,"1,181,359",1700 - Construction - Special Trade Contractors
GUYGF,G2 GOLDFIELDS INC,OTCQX International,0.4746,,10,Common Stock,Canada,Ontario,"77,827,338",Not Available
ICCT,ICORECONNECT INC,OTCQB,0.0989,17.6681,70002,Common Stock,USA,Florida,"17,125,411",7372 - Prepackaged software
MSVI,MARIJUANA STRATEGIC VENT,Pink Current,0.07,,0,Common Stock,USA,Florida,"2,547,838",8744 - Facilities support services
PHCG,PURE HARVEST CORPRATE GRP,Pink Current,0.0143,,0,Common Stock,USA,Colorado,"1,212,098",2833 - Medicinal and botanicals
CECL,CECIL BANCORP INC,Pink Current,0.0,,0,Common Stock,USA,Maryland,Not Available,6035 - Federal savings institutions
TBBA,TEB BANCORP INC,Pink Current,7.6,-1.9355,400,Common Stock,USA,Wisconsin,"19,945,007","6036 - Savings institutions, except federal"
MULG,MULIANG VIAGOO TECHNOLGY,Pink Current,7.0,,0,Common Stock,China,,"269,520,678",2870 - Agricultural Chemicals
HSTA,HESTIA INSIGHT INC,OTCQB,1.0,,0,Common Stock,USA,Nevada,"27,939,260",8742 - Management consulting services
QMEI,QUANTUM METAL EXCHNGE INC,Pink Current,0.7901,,0,Common Stock,USA,New York,"28,363,030","6719 - Holding companies, misc"
HWIN,HOMETOWN INTL INC,Pink Current,5.95,-15.0,609,Common Stock,USA,California,"224,892,174",5412 - Retail-Convenience Stores
TCRI,TECHCOM INC,Pink Current,0.0565,-21.5278,1050,Common Stock,USA,Delaware,"3,671,949",6770 - Blank Checks
FSWA,FIRST SOUND BANK (WA),Pink Current,6.94,,0,Common Stock,USA,Washington,"21,892,827",.
ETHE,GRAYSCALE ETHRM TR ETH,OTCQX U.S.,9.26,-1.2783,3241493,Common Stock,USA,Connecticut,"2,872,067,710",.
GWHP,GLOBAL WHOLEHEALTH PTNRS,Pink Current,0.004225,-3.9773,153308,Common Stock,USA,California,"534,194",.
XDSL,MPHASE TECHS INC,Pink Current,0.0299,-0.3333,254717,Common Stock,USA,Maryland,"5,022,920",.
ALDS,APPLIFE DIGITAL SOLUTIONS,OTCQB,0.026,-35.0,1000,Common Stock,USA,California,"3,862,135",7374 - Data processing and preparation
MSWV,MAIN STREET MAIN ST FINCL,Pink Current,16.9,,0,Common Stock,USA,West Virginia,"57,675,154",Not Available
PCHK,PACIFIC CONQUST HLDGS INC,Pink Current,0.03,,0,Common Stock,USA,Georgia,"8,994,780","1389 - Oil and gas field services, misc"
SFLM,SFLMAVEN CORP,Pink Current,0.0008,14.2857,20964302,Common Stock,USA,Florida,"1,541,218",6794 - Patent owners and lessors
SOUB,SOUTHPOINT BANCSHARES INC,Pink Current,30.26,0.0,1500,Common Stock,USA,Alabama,"87,097,540",6022 - State commercial banks
BHPA,BHPA INC,Pink Current,0.01275,,0,Common Stock,USA,California,"4,390,658","7370 - Services-Computer Programming, Data Processing, Etc."
HWKE,HAWKEYE SYSTEMS INC,OTCQB,0.022,0.0,5000,Common Stock,USA,Georgia,"929,958",3861 - Photographic equipment and supplies
ABQQ,AB INTL GROUP CORP NEW,Pink Current,0.0019,-5.0,2430687,Common Stock,USA,New York,"778,862",6794 - Patent owners and lessors
EMED,ELECTROMEDICAL TECH INC,OTCQB,0.0119,5.3097,877386,Common Stock,USA,Arizona,"1,819,469",3841 - Surgical and medical instruments
OGAA,ORGANIC AGRICULTURAL CO,OTCQB,0.036,-10.8911,20000,Common Stock,China,,"3,372,372",100 - Agricultural Production-Crops
GWBK,GATEWAY BK FSB OAKLND CA,Pink Current,0.33,,0,Common Stock,USA,California,"20,431,159",6035 - Federal savings institutions
FBSE,FASTBASE INC,Pink Current,0.2,0.05,13601,Common Stock,USA,New York,"21,359,580",7374 - Data processing and preparation
KCRD,KINDCARD INC,Pink Current,0.0,,0,Common Stock,USA,Florida,Not Available,5940 - Retail-Miscellaneous Shopping Goods Stores
LCHD,LEADER CAPITAL HLDGS CP,OTCQB,0.5,,0,Common Stock,Hong Kong,,"96,385,413",7371 - Custom computer programming services
ELVG,ELVICTOR GROUP INC,Pink Current,0.029,0.0,15000,Common Stock,USA,New York,"12,019,014",8742 - Management consulting services
RDGL,VIVOS INC,OTCQB,0.0496,1.3797,135195,Common Stock,USA,Washington,"17,792,946",3841 - Surgical and medical instruments
MBOF,MARINE BANCORP FLA INC,Pink Current,28.25,,0,Common Stock,USA,Florida,"50,857,995",6022 - State commercial banks
SMGE,SIGMATA ELECTRONICS INC,Pink Current,0.0,,0,Common Stock,,,Not Available,5960 - Retail-Nonstore Retailers
AGTX,AGENTIX CORP,Pink Current,0.1031,,0,Common Stock,USA,California,"4,032,956",2821 - Plastics materials and resins
ZAAG,ZA GROUP INC.,Pink Current,0.0002,0.0,14008052,Common Stock,Canada,Alberta,"1,415,476",8742 - Management consulting services
FGFI,FIRST GREENWICH FCL INC,Pink Current,16.25,,0,Common Stock,USA,Connecticut,"41,306,135",6011 - Federal reserve banks
LAAB,STARTECH LABS INC,Pink Current,0.03,0.0,190,Common Stock,USA,New York,"1,819,453",7372 - Prepackaged software
ZUUS,ZEUUS INC,Pink Current,13.5,,0,Common Stock,USA,New York,"1,424,458,710",7380 - Services-Miscellaneous Business Services
EMMA,EMMAUS LIFE SCIENCES INC,OTCQX U.S.,0.15,-16.6667,16645,Common Stock,USA,California,"7,433,775",2834 - Pharmaceutical preparations
PSYC,PSYC CORPORATION,Pink Current,0.00395,1.2821,365179,Common Stock,USA,Nevada,"2,070,291","7389 - Business services, misc"
BCDS,BLAQCLOUDS INC,Pink Current,0.15,-70.5882,509,Common Stock,USA,California,"1,541,741",7372 - Prepackaged software
UNXP,UNITED EXPRESS INC,OTCQB,1.0,,0,Common Stock,USA,Nevada,"15,592,000",4700 - Transportation Services
SYSX,SYSOREX INC,OTCQB,0.01245,-0.4,2436406,Common Stock,USA,Virginia,"6,157,068",7371 - Custom computer programming services
FALC,FALCONSTOR SOFTWARE,OTCQB,0.499,-44.5556,63764,Common Stock,USA,Texas,"3,548,789",7372 - Prepackaged software
RDAR,RAADR INC,Pink Current,0.0002,104.0816,67563999,Common Stock,USA,Arizona,"1,475,205",7371 - Custom computer programming services
SDWL,SHENGDA NETWORK TECH,Pink Current,7.7,,0,Common Stock,China,,"107,876,577",7371 - Custom computer programming services
BFGX,BANGFU TECH GRP LTD,Pink Current,12.0,,0,Common Stock,China,,"95,406,000",7372 - Prepackaged software
GLAE,GLASSBRIDGE ENTRPRS,Pink Current,35.0,-0.0003,1,Common Stock,USA,New York,"983,395",6282 - Investment advice
SGTM,SUSTAINABLE GREEN TEAM,Pink Current,2.07,-1.4286,20900,Common Stock,USA,Florida,"178,420,129",783 - Ornamental shrub and tree services
KLTHF,KOOLEARN TECH HLDG LTD,Pink Current,0.47,,0,Common Stock,,,Not Available,Not Available
BXPHF,BOTANIX PHARMACEUTICALS,Pink Current,0.0363,,0,Common Stock,Australia,Western Australia,Not Available,Not Available
RMIHF,REGINA MIRACLE INTL HLDS,Pink Current,0.0,,0,Common Stock,,,Not Available,Not Available
ACGX,ALLIANCE CREATIVE GRP,Pink Current,0.15,10.9467,15000,Common Stock,USA,Illinois,"390,632",8741 - Management services
FDBL,FRIENDABLE INC,Pink Current,0.0001,0.0,1500001,Common Stock,USA,California,"537,540",7372 - Prepackaged software
MCOA,MARIJUANA CO OF AMER INC,Pink Current,0.0003,0.0,33669562,Common Stock,USA,California,"4,505,140",2833 - Medicinal and botanicals
CWPE,CW PETROLEUM CORP,Pink Current,0.41,,0,Common Stock,USA,Texas,"50,161,818","5172 - Petroleum products, misc"
CAPS,CAPSTONE THERAPEUTICS,OTCQB,37.0,,0,Common Stock,USA,Illinois,"5,831,570",2834 - Pharmaceutical preparations
THER,THERALINK TECHNOLOGIES,Pink Current,0.0037,8.8235,246666,Common Stock,USA,Colorado,"22,760,550",2834 - Pharmaceutical preparations
PRCX,PHOENIX RISING COS,OTCQB,0.0012,0.0,26264881,Common Stock,USA,Georgia,"1,199,974",7990 - Services-Miscellaneous Amusement & Recreation
KITL,KISSES FROM ITALY INC,OTCQB,0.018,,0,Common Stock,USA,Florida,"3,339,370",5810 - Retail-Eating & Drinking Places
VFRM,VERITAS FARMS INC,OTCQB,0.016,-5.8824,10000,Common Stock,USA,Florida,"665,974",100 - Agricultural Production-Crops
CIRX,CIRTRAN CORP,Pink Current,0.032,,0,Common Stock,USA,Nevada,"158,253",2080 - Beverages
ERBB,AMERICAN GREEN INC,Pink Current,0.00165,3.125,2751301,Common Stock,USA,Arizona,"6,420,612","8099 - Health and allied services, misc"
TGHI,TOUCHPOINT GRP HLDGS INC,Pink Current,0.0004,33.3333,177993010,Common Stock,USA,Florida,"507,898",3661 - Telephone and telegraph apparatus
BOID,BANK IDAHO HLDG CO,OTCQX U.S.,29.25,,0,Common Stock,USA,Idaho,"102,265,927",6022 - State commercial banks
DCAC,DANIELS CORP ADVISOR,Pink Current,0.0005,0.0,3300000,Common Stock,USA,New York,"870,600",8742 - Management consulting services
BRGO,BERGIO INTL INC,Pink Current,0.0003,0.0,10216479,Common Stock,USA,New Jersey,"1,199,333","3910 - Jewelry, Silverware & Plated Ware"
CBGL,CANNABIS GLOBAL INC,Pink Current,0.0012,0.0,2957132,Common Stock,USA,California,"977,664","2836 - Biological products, except diagnostic"
PTZH,PHOTOZOU HLDGS INC,Pink Current,0.2,,0,Common Stock,Japan,,"1,600,000",7310 - Services-Advertising
VSBC,VITASPRING BIOMEDICAL CO,Pink Current,15.0,8.6957,505,Common Stock,USA,California,"3,097,800,450",8731 - Commercial physical research
DSBX,DOGWOOD STATE BK RLGH NC,OTCQX U.S.,18.06,,0,Common Stock,USA,North Carolina,"150,837,048",6022 - State commercial banks
CASBF,CANSINO BIOLGICS REG H,Pink Current,5.45,,66,Common Stock,,,Not Available,Not Available
WOBK,WOODSBORO BK MD,Pink Current,49.6,,0,Common Stock,USA,Maryland,"20,023,718",Not Available
FDCT,FDCTECH INC,OTCQB,0.012,0.8403,35500,Common Stock,USA,California,"1,776,306",7372 - Prepackaged software
OCLN,ORIGINCLEAR INC,Pink Current,0.028,-3.1142,182000,Common Stock,USA,Florida,"23,973,545",.
MBLU,MORRIS ST BANCSHARES INC,OTCQX U.S. Premier,86.05,,0,Common Stock,USA,Georgia,"182,161,052",.
IPSI,INNOVATIVE PYMNT SLUTIONS,OTCQB,0.0333,-7.5,562090,Common Stock,USA,California,"12,550,826",.
VYND,VYNLEADS INC,OTCQB,0.275,,0,Common Stock,USA,South Carolina,"3,189,953",.
ASAV,ASI AVIATION INC,Pink Current,0.5101,,0,Common Stock,USA,Nevada,"5,339,395","7359 - Equipment rental and leasing, misc"
VCOR,VISIBER57 CORP,OTCQB,0.0,,0,Common Stock,China,Hong Kong,Not Available,7372 - Prepackaged software
YAYO,YAYYO INC,Pink Current,0.335,-4.2857,9000,Common Stock,USA,California,"23,350,387",7374 - Data processing and preparation
FRTM,FORTIUM HLDGS CORP,Pink Current,1.45,,0,Common Stock,USA,Arkansas,"12,180,000",4700 - Transportation Services
PBNC,PB FINANCIAL CORPORATION,OTCQX U.S. Premier,40.8,,0,Common Stock,USA,North Carolina,"91,222,966",Not Available
BQST,BIOQUEST CORP,Pink Current,0.75,,0,Common Stock,USA,California,"8,613,923",2834 - Pharmaceutical preparations
NLSC,NAMLIONG SKYCOSMOS,Pink Current,1.99,,0,Common Stock,Taiwan,,"29,265,961",2860 - Industrial Organic Chemicals
VRVR,VIRTUAL INTERACTIVE TECH,Pink Current,2.22,18.7166,5017,Common Stock,USA,Colorado,"16,802,683",1000 - Metal Mining
HSTC,HST GLOBAL INC,Pink Current,0.1301,,0,Common Stock,USA,Virginia,"682,841",2834 - Pharmaceutical preparations
PHOT,GROWLIFE INC,OTCQB,0.001,0.0,9401686,Common Stock,USA,Washington,"420,003",.
DSWR,DESEO SWIMWEAR INC,Pink Current,0.0,,0,Common Stock,USA,Florida,Not Available,2300 - Apparel & Other Finishd Prods of Fabrics & Similar Matl
DLYT,DAIS CORPORATION,Pink Current,0.1,-33.3333,10000,Common Stock,USA,Florida,"1,072,623",3990 - Miscellaneous Manufacturing Industries
HAFG,HOLISTIC ASSET FINANCE GR,Pink Current,1.39,,0,Common Stock,USA,New York,"49,940,177","6719 - Holding companies, misc"
GIGA,GIGA-TRONICS INC,OTCQB,1.02,-24.4444,100,Common Stock,USA,California,"2,837,874",3825 - Instruments to measure electricity
BWNGF,BAWANG INTL GRP HLDG LTD,Pink Current,0.0,,0,Common Stock,,,Not Available,Not Available
MPCB,MOUNTAIN PACIFIC BANCORP,Pink Current,7.5,,0,Common Stock,USA,Washington,"50,038,245",6712 - Bank holding companies
ENDV,NDONOVO THERAPEUTICS INC,OTCQB,0.0082,17.1429,7791953,Common Stock,USA,California,"1,250,309",2834 - Pharmaceutical preparations
DCHRF,DISCOVERY HARBR RES,Pink Current,0.01,,0,Common Stock,,,"945,093",Not Available
ALST,ALLSTAR HLTH BRANDS INC,Pink Current,0.0022,-3.2967,505816,Common Stock,USA,Florida,"323,382",2834 - Pharmaceutical preparations
FHAI,FOUNTAIN HEALTHY AGING,Pink Current,2.49,,0,Common Stock,China,,"1,517,197,032",Not Available
BLSTF,BLACKSTONE MINERALS LTD,OTCQX International,0.118,,0,Common Stock,Australia,Western Australia,"55,630,813",1000 - Metal Mining
TAPM,TAPINATOR INC,Pink Current,1.125,,0,Common Stock,USA,New York,"3,177,916",7372 - Prepackaged software
RBRI,RBR GLOBAL INC,Pink Current,0.5151,,0,Common Stock,USA,Florida,"91,376,985",1000 - Metal Mining
HNRC,HOUSTON NAT RES CORP,Pink Current,0.2975,-0.8333,113802,Common Stock,USA,Texas,"9,938,817","6719 - Holding companies, misc"
PFHO,PACIFIC HLTH CRE ORGZ INC,OTCQB,0.8316,,0,Common Stock,USA,California,"10,644,480","8090 - Services-Misc Health & Allied Services, NEC"
GDMK,GLOBAL DVRSFIED MKTG,Pink Current,0.25,,0,Common Stock,USA,New York,"3,881,439",2050 - Bakery Products
BZRD,BLUBUZZARD INC.,Pink Current,0.0054,,0,Common Stock,USA,Florida,"3,939,209",6770 - Blank Checks
CHYI,CHYKINGYOUNG INVT DEV HLD,Pink Current,1.6,,0,Common Stock,China,Hong Kong,"508,364,859","7389 - Business services, misc"
INBC,INBANKSHARES CORPORATION,OTCQX U.S.,7.75,,0,Common Stock,USA,Colorado,"90,456,566",6022 - State commercial banks
FORW,FORWARDLY INC,Pink Current,0.0223,7.2115,400754,Common Stock,USA,Nevada,"10,677,772",6289 - Security and commodity service
IDXG,INTERPACE BIOSCIENCES INC,OTCQX U.S.,1.9,-2.5641,375,Common Stock,USA,New Jersey,"8,067,964",3841 - Surgical and medical instruments
NMRPF,NATIONAL MILK RECORDS PLC,Pink Current,1.416912,,0,Common Stock,,,Not Available,Not Available
CNNC,CANNONAU CORP,Pink Current,0.0235,17.5,61830,Common Stock,USA,New York,"5,961,118",4700 - Transportation Services
