Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code
BWVI,BLUE WATER VENTURES INC,Pink Current,0.1819,1.8477,34105,Common Stock,USA,Florida,"46,698,721",2834 - Pharmaceutical preparations
ESYL,EASYLINK SOLUTIONS CORP,Pink Current,0.004,0.0,125,Common Stock,Israel,,"22,390,191",7376 - Computer facilities management
PREC,PRESTIGE CARS INTL,Pink Current,0.025,,0,Common Stock,USA,Florida,"951,942",5012 - Automobiles and other vehicles
FMBV,FULL MOTION BEVERAGE INC,Pink Current,0.0117,,0,Common Stock,USA,New York,"2,209,056",2086 - Bottled and canned soft drinks
UAMM,UA MULTIMEDIA INC,Pink Current,0.0082,-3.5294,642263,Common Stock,USA,California,"2,670,330","7379 - Computer related services, misc"
PEYE,PRECISION OPTICS CORP NEW,OTCQB,1.99,3.1088,805,Common Stock,USA,Massachusetts,"33,661,027",3845 - Electromedical equipment
NHMD,NATE'S FOOD CO,Pink Current,0.00135,-3.5714,875524,Common Stock,USA,California,"783,033",2040 - Grain Mill Products
BRYN,BRYN RESOURCES INC,Pink Current,0.01175,-20.6081,714000,Common Stock,Canada,Ontario,"1,093,884","6719 - Holding companies, misc"
AWCA,AWAYSIS CAPITAL INC,Pink Current,0.1503,,0,Common Stock,USA,Florida,"15,001,441",6512 - Nonresidential building operators
RGSG,RESOURCES GLBL SVCS GRP,Pink Current,0.105,,0,Common Stock,USA,Wyoming,"8,268,736","6719 - Holding companies, misc"
CMOT,CURTISS MOTORCYCLES CO,Pink Current,0.361,1.6901,450,Common Stock,USA,Alabama,"24,991,317","3751 - Motorcycles, bicycles, and parts"
QOEG,QUALITY ONLINE EDUCATION,Pink Current,0.04,,0,Common Stock,Canada,Ontario,"69,996,147","8700 - Services-Engineering, Accounting, Research, Management"
UCPA,UNITED COMMUNS PRTNRS,Pink Current,0.0047,0.0,99900,Common Stock,USA,New York,"7,604,070",7310 - Services-Advertising
CRSM,CARSMARTT INC,Pink Current,0.0038,18.75,75000,Common Stock,Italy,,"2,262,157",7372 - Prepackaged software
EQLB,EQ LABS INC,Pink Current,0.0015,25.0,10000,Common Stock,USA,Nevada,"3,469,974",2834 - Pharmaceutical preparations
PDPG,PERFORMANCE DRINK GROUP,Pink Current,0.0046,-5.1546,10000,Common Stock,USA,Colorado,"1,907,695",Not Available
FNEC,FIRST NATIONAL ENERGY CRP,Pink Current,0.55,,0,Common Stock,USA,Florida,"55,264,125",4911 - Electric services
BONZ,BONANZA GOLDFIELDS CORP,Pink Current,0.0019,-17.3913,20000,Common Stock,USA,Nevada,"3,548,596",8742 - Management consulting services
MNMB,MERCHANTS & MARINE BNCORP,OTCQX U.S.,37.25,,0,Common Stock,USA,Mississippi,"49,887,675","6029 - Commercial banks, misc"
HUML,HUMBLE ENERGY INC,Pink Current,0.0071,5.9701,78674,Common Stock,USA,New York,"1,755,863",1311 - Crude petroleum and natural gas
MMND,MASTERMIND INC,OTCQB,0.2595,-17.619,14705,Common Stock,USA,Georgia,"8,954,182",7310 - Services-Advertising
CBNT,C-BOND SYSTEMS INC,Pink Current,0.0079,-1.25,30001,Common Stock,USA,Texas,"2,520,584","6799 - Investors, misc"
AMLM,AMER LITHIUM MINERALS INC,Pink Current,0.1167,4.1035,17254,Common Stock,USA,Nevada,"8,019,343",1000 - Metal Mining
VSMR,VERIFY SMART CORP,Pink Current,0.061,,0,Common Stock,USA,New Jersey,"11,496,594","7370 - Services-Computer Programming, Data Processing, Etc."
TICJ,TRITENT INTL CORP,Pink Current,0.2,,0,Common Stock,Canada,Ontario,"5,277,595","5172 - Petroleum products, misc"
TREP,TRUCEPT INC,Pink Current,0.0351,-8.8312,44586,Common Stock,USA,California,"1,969,056",7310 - Services-Advertising
FFPP,FAST FINANCE PAY CORP,Pink Current,0.007,,0,Common Stock,Germany,,"1,492,850","7389 - Business services, misc"
TTCM,TAUTACHROME INC,Pink Current,0.0008,0.0,2115649,Common Stock,USA,Arizona,"4,877,079",7372 - Prepackaged software
BSTK,BRITE-STRIKE TACTICAL INC,Pink Current,0.023,,0,Common Stock,USA,Massachusetts,"1,668,653","3648 - Lighting equipment, misc"
MJNA,MEDICAL MARIJUANA INC,Pink Current,0.0115,1.7699,1884121,Common Stock,USA,California,"53,393,019",7380 - Services-Miscellaneous Business Services
CAVR,CAVU RESOURCES INC,Pink Current,0.0124,-4.6154,401793,Common Stock,USA,North Carolina,"19,998,612","6719 - Holding companies, misc"
DUTV,DIGITAL UTIL VNTRS INC,Pink Current,0.01365,-2.5,1464072,Common Stock,USA,Massachusetts,"48,289,865",851 - Forestry services
IFUS,IMPACT FUSION INTL INC,Pink Current,0.014,0.0,130000,Common Stock,USA,Louisiana,"6,519,864",2833 - Medicinal and botanicals
GPLB,GREEN PLANET BIOENGR,Pink Current,1.5,-39.0244,131,Common Stock,USA,Florida,"30,009,603","2836 - Biological products, except diagnostic"
LEON,LEONE ASSET MGMT INC,Pink Current,0.036,,0,Common Stock,USA,Florida,"5,533,425","6719 - Holding companies, misc"
FFMH,FIRST FMRS & MERCHANTS CO,Pink Current,27.0,,0,Common Stock,USA,Tennessee,"116,013,762",6022 - State commercial banks
GGII,GREEN GLOBE INTL INC NEW,Pink Current,0.0023,-4.1667,11949740,Common Stock,USA,Arizona,"125,029,728","7389 - Business services, misc"
WARM,COOL TECHNOLOGIES INC,OTCQB,0.011,-5.9829,595041,Common Stock,USA,Florida,"6,916,960",8200 - Services-Educational Services
GLXZ,GALAXY GAMING INC,OTCQB,2.58,1.9763,8573,Common Stock,USA,Nevada,"62,452,984",7900 - Services-Amusement & Recreation Services
HALB,HALBERD CORP,Pink Current,0.0101,-1.9417,470465,Common Stock,USA,Pennsylvania,"5,210,336",.
SGDH,SGD HOLDINGS LTD NEW,Pink Current,0.00457,-6.7347,319983,Common Stock,USA,Colorado,"648,408",.
GNRV,GRAND RIVER COMMERCE INC,OTCQX U.S.,5.75,0.0,100,Common Stock,USA,Michigan,"40,401,932",.
GOGY,GOLDEN GRAIL TECH CORP,Pink Current,0.2276,2.5225,7280,Common Stock,USA,Florida,"13,040,137",.
CBGH,CHINA YIBAI UNITED G/I HL,Pink Current,0.0151,,0,Common Stock,China,,"5,476,932",.
BBBT,BLACK BIRD BIOTECH INC,Pink Current,0.0043,-6.5217,54402,Common Stock,USA,Texas,"1,078,890",.
EVOL,SYMBOLIC LOGIC INC,Pink Current,1.49,0.6757,1729,Common Stock,USA,Colorado,"16,139,668",.
BUDZ,WEED INC,OTCQB,0.1097,4.3768,5056,Common Stock,USA,Arizona,"13,546,051",8731 - Commercial physical research
MAXD,MAX SOUND CORPORATION,Pink Current,0.0004,0.0,2761362,Common Stock,USA,California,"3,131,508",7374 - Data processing and preparation
XTRM,EXTREME BIODIESEL INC,Pink Current,0.0007,0.0,564000,Common Stock,USA,Idaho,"1,127,767",1531 - Operative builders
TETAA,TETON ADVISORS INC A,Pink Current,15.0,,15,Common Stock,USA,Connecticut,"14,848,905",6282 - Investment advice
BCNN,BALINCAN USA INC,Pink Current,0.61,,0,Common Stock,USA,Colorado,"91,633,066",7372 - Prepackaged software
TAER,TARSIER LTD,Pink Current,0.0825,-17.5,22324,Common Stock,USA,New York,"9,790,212",3640 - Electric Lighting & Wiring Equipment
VYST,VYSTAR CORP,Pink Current,0.003,0.0,114053,Common Stock,USA,Massachusetts,"3,882,377","3060 - Fabricated Rubber Products, NEC"
AFOM,ALL FOR ONE MEDIA CORP,Pink Current,0.0001,-50.0,7565000,Common Stock,USA,New York,"771,669",7900 - Services-Amusement & Recreation Services
GTVI,JOWAY HEALTH INDUSTRIES,Pink Current,0.29,52.6316,17622,Common Stock,USA,Nevada,"5,815,660",6770 - Blank Checks
TVLF,TENNESSEE VLY FINL HL INC,Pink Current,7.85,,0,Common Stock,USA,Tennessee,"14,538,577",6022 - State commercial banks
OTCM,OTC MARKETS GROUP INC A,OTCQX U.S. Premier,55.05,0.0,865,Common Stock,USA,New York,"652,926,691",6289 - Security and commodity service
FCCN,SPECTRAL CAPITAL CORP,Pink Current,0.0031,,0,Common Stock,USA,Washington,"1,302,556",7374 - Data processing and preparation
PBKX,PARTNERS BANK CALIFORNIA,Pink Current,10.66,,0,Common Stock,USA,California,"47,328,225",6022 - State commercial banks
NBIO,NASCENT BIOTECH INC,OTCQB,0.3825,-9.1449,389277,Common Stock,USA,Florida,"44,792,041",2834 - Pharmaceutical preparations
CHNC,CHINA INFRASTRCTR CONS CP,Pink Current,0.0011,-4.3478,9627500,Common Stock,USA,Texas,"9,699,126",8011 - Offices and clinics of medical doctors
LTUM,LITHIUM CORP,OTCQB,0.1497,2.4991,170628,Common Stock,USA,Nevada,"16,420,958",1000 - Metal Mining
FMPR,FAME PRODUCTIONS INC,Pink Current,0.37,,0,Common Stock,USA,New York,"47,101,000",2731 - Book publishing
LSMG,LODE-STAR MINING INC,OTCQB,0.037,,0,Common Stock,USA,Nevada,"4,474,685",1040 - Gold and Silver Ores
TEGY,TRANSACT ENERGY CORP,Pink Current,0.03,,0,Common Stock,USA,Washington,"1,964,147","1389 - Oil and gas field services, misc"
MLMN,MILLENNIUM PRIME INC,Pink Current,0.006,,0,Common Stock,USA,Florida,"11,751,540",5182 - Wine and distilled beverages
LRDC,LAREDO OIL INC,Pink Current,0.1483,0.0,5000,Common Stock,USA,Texas,"8,273,262",1311 - Crude petroleum and natural gas
JKSM,JACKSAM CORPORATION,OTCQB,0.016,-8.5714,114000,Common Stock,USA,California,"1,297,420",4833 - Television broadcasting stations
STEV,STEVIA CORP,Pink Current,0.006,-1.6393,427580,Common Stock,USA,New York,"3,374,535",700 - Agricultural Services
WDTK,WEDOTALK INC,Pink Current,0.1111,,0,Common Stock,USA,New York,"2,222,000",1040 - Gold and Silver Ores
TTNN,TITAN NRG,Pink Current,0.156,-15.6757,5150,Common Stock,USA,Arizona,"16,663,664","6719 - Holding companies, misc"
EMGE,EMERGENT HEALTH CORP,Pink Current,0.009,-8.0695,1017126,Common Stock,USA,New York,"1,717,660",5961 - Catalog and mail-order houses
VSST,VOICE ASSIST INC,Pink Current,0.018,,0,Common Stock,USA,New York,"4,336,928","7389 - Business services, misc"
LGMH,LIGHT MEDIA HOLDINGS INC,Pink Current,0.025,,0,Common Stock,USA,Georgia,"1,390,005",3652 - Prerecorded records and tapes
WLAN,WIALAN TECHNOLOGIES INC,Pink Current,0.0027,8.0,3217305,Common Stock,USA,Florida,"7,205,116","4899 - Communication services, misc"
GRNH,GREENGRO TECHS INC,Pink Current,0.0027,-6.8966,1464038,Common Stock,USA,California,"4,144,388",5084 - Industrial machinery and equipment
CGRA,CGROWTH CAPITAL INC,Pink Current,0.00935,2.1858,1345338,Common Stock,USA,Washington,"4,591,812",1000 - Metal Mining
LBEV,LOUD BEVERAGE GROUP INC,Pink Current,0.06,,0,Common Stock,USA,Florida,"2,439,732","7379 - Computer related services, misc"
CBDS,CANNABIS SATIVA INC,OTCQB,0.06475,-4.7794,55638,Common Stock,USA,Nevada,"2,905,375",7200 - Services-Personal Services
BMNM,BIMINI CAPITAL MGMT INC A,OTCQB,1.4,,0,Common Stock,USA,Florida,"14,658,689",6798 - Real estate investment trusts
EACO,EACO CORP,Pink Current,20.0,,8,Common Stock,USA,California,"97,231,800","5065 - Electronic parts and equipment, misc"
JTBK,JETBLACK CORP,Pink Current,0.006,-2.439,141101,Common Stock,USA,Nevada,"1,652,532",7371 - Custom computer programming services
CLEV,CONCRETE LEVELING SYS INC,Pink Current,3.25,-9.7222,125,Common Stock,USA,Ohio,"45,590,461",3590 - Misc Industrial & Commercial Machinery & Equipment
AJOY,AYUJOY HERBALS LTD,Pink Current,0.021,,0,Common Stock,Germany,,"1,270,500",5912 - Drugstores and Proprietary Stores
KDCE,KID CASTLE EDUCATNL CORP,Pink Current,0.0429,,0,Common Stock,USA,California,"957,730",5040 - Wholesale-Professional & Commercial Equipment & Supplies
USAQ,"QHSLAB, INC",OTCQB,0.2,42.0959,300,Common Stock,USA,Florida,"1,813,102",3841 - Surgical and medical instruments
TSBA,TOUCHSTONE BANKSHARES,Pink Current,9.65,-6.8533,1383,Common Stock,USA,Virginia,"31,332,595",6022 - State commercial banks
TAPP,TAP RESOURCES INC,Pink Current,1.01,,0,Common Stock,USA,California,"23,951,544","4813 - Telephone communication, except radio"
VMHG,VICTORY MARINE HLDGS CORP,Pink Current,0.008,-11.1111,5944,Common Stock,USA,Florida,"465,722","3612 - Transformers, except electric"
LBRG,LADYBUG RES GROUP INC,Pink Current,0.0099,2.0619,1500,Common Stock,USA,Oklahoma,"3,605,605","7389 - Business services, misc"
HYSR,SUNHYDROGEN INC.,Pink Current,0.0282,0.7143,4666211,Common Stock,USA,California,"120,463,326",3674 - Semiconductors and related devices
MONI,MOON EQUITY HLDGS CORP,Pink Current,0.01045,10.0,1227506,Common Stock,USA,Florida,"6,931,089","7389 - Business services, misc"
PTEL,PEGASUS TEL INC,Pink Current,0.0012,,0,Common Stock,USA,Connecticut,"4,212,596",4812 - Radiotelephone Communication
EMYB,EMBASSY BANCORP INC,OTCQX U.S. Premier,20.815,,0,Common Stock,USA,Pennsylvania,"157,221,065",6022 - State commercial banks
CNBB,CNB COMMUNITY BNCP INC,OTCQX U.S. Premier,37.0,-3.8961,3128,Common Stock,USA,Michigan,"80,963,548",6021 - National commercial banks
BDCO,BLUE DOLPHIN ENERGY CO,OTCQX U.S.,1.25,8.6957,7250,Common Stock,USA,Texas,"18,621,721",1311 - Crude petroleum and natural gas
LIGA,LIG ASSETS INC,Pink Current,0.0007,0.0,359546,Common Stock,USA,Tennessee,"1,643,755",6531 - Real estate agents and managers
GRRB,GRANDSOUTH BNCRPRTN NEW,OTCQX U.S.,33.98,,0,Common Stock,USA,South Carolina,"177,444,987",6022 - State commercial banks
UNBK,UNITED NATL BK CAIRO GA,Pink Current,34.95,,0,Common Stock,USA,Georgia,"28,129,228",Not Available
HEWA,HEALTHWAREHOUSE.COM,OTCQB,0.161,0.625,100,Common Stock,USA,Kentucky,"8,681,052",5912 - Drugstores and Proprietary Stores
CHJI,CHINA CHANGJIANG MINING,Pink Current,0.03,,0,Common Stock,China,,"1,938,887",3621 - Motors and generators
CUBT,CURATIVE BIOTECHNOLOGY,Pink Current,0.01235,-45.1111,9403921,Common Stock,USA,Florida,"7,059,898",8731 - Commercial physical research
ABTI,ALTEROLA BIOTECH INC,Pink Current,0.08,,0,Common Stock,United Kingdom,England,"64,563,836",2833 - Medicinal and botanicals
CSKL,CATSKILL HUDSON BNCRP INC,Pink Current,27.0,,0,Common Stock,USA,New York,"19,026,468",Not Available
PTAM,POTASH AMERICA INC,Pink Current,0.0015,15.3846,14098218,Common Stock,USA,Florida,"653,438",7310 - Services-Advertising
OOGI,C2E ENERGY INC,Pink Current,0.015,,0,Common Stock,USA,California,"29,919,856",1311 - Crude petroleum and natural gas
IHGP,INTERACT HLDGS GROUP INC,Pink Current,0.0238,5.6135,4200,Common Stock,China,,"38,793,095","5039 - Construction materials, misc"
ILXP,INTL LUXURY PRODUCTS INC,Pink Current,0.07,,0,Common Stock,Canada,Ontario,"6,706,058","3873 - Watches, clocks, watch cases and parts"
EXMT,ANYTHING TECHS MED INC,Pink Current,0.0011,-4.3478,638150,Common Stock,USA,Nevada,"5,016,835",3695 - Magnetic and optical recording media
PVSP,PERVASIP CORP NEW,Pink Current,0.001268,-2.4615,10868192,Common Stock,USA,Washington,"6,545,875","8748 - Business consulting, misc"
STRH,STAR8 CORP,Pink Current,0.014,-17.8163,177576,Common Stock,USA,Florida,"3,363,833","5045 - Computers, peripherals, and software"
RIBS,SOUTHERN CONCEPTS RES GRP,Pink Current,0.0145,,0,Common Stock,USA,Florida,"1,414,542",5810 - Retail-Eating & Drinking Places
CTUY,CENTURY NEXT FINANCIAL CP,OTCQX U.S. Premier,29.98,,0,Common Stock,USA,Louisiana,"54,254,326",6035 - Federal savings institutions
CRYO,AMERICAN CRYOSTEM CORP,Pink Current,0.2805,-0.479,33200,Common Stock,USA,New Jersey,"12,420,338","8090 - Services-Misc Health & Allied Services, NEC"
KEGS,1812 BREWING COMPANY INC,Pink Current,0.0005,0.0,14179231,Common Stock,USA,New York,"2,311,183",2082 - Malt beverages
PVRS,PROVIDENCE RESOURCES INC,Pink Current,0.098,,0,Common Stock,China,,"6,746,965",1311 - Crude petroleum and natural gas
ICBU,IMD COMPANIES INC,Pink Current,0.00075,7.1429,615720,Common Stock,USA,Nevada,"2,959,553",.
RAFI,REGENCY AFFILIATES INC,Pink Current,5.75,,1,Common Stock,USA,New York,"27,686,578",.
AVNI,ARVANA INC,Pink Current,0.255,,0,Common Stock,USA,Utah,"8,707,872",.
IJJP,IJJ CORP,Pink Current,0.0008,0.0,1841910,Common Stock,USA,Maryland,"1,540,360",8742 - Management consulting services
AAGC,ALL AMERICAN GOLD CORP,Pink Current,0.0007,0.0,2600100,Common Stock,USA,New York,"1,030,942",1040 - Gold and Silver Ores
IMHC,IMPERALIS HOLDING CORP,Pink Current,0.2,25.0,6625,Common Stock,USA,California,"32,340,939",3620 - Electrical Industrial Apparatus
VYBE,LIMITLESS X HOLDINGS INC,OTCQB,0.36,,0,Common Stock,USA,California,"42,441,646",7990 - Services-Miscellaneous Amusement & Recreation
XTPT,XTRA ENERGY CORP,Pink Current,0.124,3.3764,256339,Common Stock,USA,Texas,"27,447,586",1000 - Metal Mining
WSHE,GREENLINK INTL INC,Pink Current,0.0205,-1.3237,145000,Common Stock,USA,Washington,"25,568,289",6199 - Finance Services
NECA,NEW AMERICA ENERGY CORP,Pink Current,0.0002,0.0,18381659,Common Stock,USA,Utah,"2,433,724","2389 - Apparel and accessories, misc"
WTKN,WELLTEK INC,Pink Current,0.01,,0,Common Stock,USA,Georgia,"5,986,720",4841 - Cable and pay television services
DRCR,DEAR CASHMERE HOLDING CO,Pink Current,0.2478,16.8868,46532,Common Stock,USA,New York,"14,397,968",3523 - Farm machinery and equipment
EMOR,HEALIXA INC,Pink Current,0.582,-11.8182,2853,Common Stock,USA,New York,"441,216,946",Not Available
MDRM,MODERN MOBILITY AIDS INC,Pink Current,0.01545,,0,Common Stock,Canada,Ontario,"3,553,692","5099 - Durable goods, misc"
LTUS,LOTUS PHARMS INC,Pink Current,0.0105,50.0,3000,Common Stock,USA,Florida,"28,292,413",2834 - Pharmaceutical preparations
HENI,HINTO ENERGY INC,Pink Current,0.24,,0,Common Stock,USA,Wyoming,"5,520,000",1381 - Drilling oil and gas wells
AFDG,AFRICAN DISCOVERY GRP INC,Pink Current,0.031,,0,Common Stock,USA,New York,"21,863,834",4931 - Electric and other services combined
PXFG,PHOENIX FOOTWEAR GROUP,Pink Current,0.165,,0,Common Stock,USA,California,"2,241,130","3140 - Footwear, (No Rubber)"
XSVT,XSOVT BRANDS INC,Pink Current,0.735075,,0,Common Stock,USA,Nevada,"14,450,221","7389 - Business services, misc"
BORK,BOURQUE INDUSTRIES INC,Pink Current,0.0064,29.2929,511063,Common Stock,USA,Arizona,"6,020,161",1090 - Miscellaneous Metal Ores
ZICX,ZICIX CORPORATION,Pink Current,0.0017,-5.5556,4978789,Common Stock,USA,Nevada,"1,492,143","8093 - Specialty outpatient clinics, misc"
TNBI,TANKE BIOSCIENCES CORP,Pink Current,0.2999,-18.924,5250,Common Stock,USA,Nevada,"1,473,293","6719 - Holding companies, misc"
HIGR,HI-GREAT GROUP HLDG CO,Pink Current,1.0,,0,Common Stock,USA,California,"100,000,000",7011 - Hotels and motels
CSOC,CADUCEUS SOFTWARE SYS CRP,Pink Current,0.03,-2.5974,66336,Common Stock,USA,West Virginia,"17,562,000",2047 - Dog and cat food
ITVI,INTERACT-TV INC,Pink Current,0.0002,0.0,1050000,Common Stock,USA,Delaware,"4,914,500",3652 - Prerecorded records and tapes
WNDW,SOLARWINDOW TECH INC,Pink Current,2.37,14.4928,21002,Common Stock,USA,Arizona,"126,080,206",2860 - Industrial Organic Chemicals
FDIT,FINDIT INC,Pink Current,0.01399,-6.7333,2300,Common Stock,USA,Georgia,"3,773,733","7370 - Services-Computer Programming, Data Processing, Etc."
IWAL,IWALLET CORPORATION,Pink Current,0.0105,,0,Common Stock,USA,Nevada,"554,604","3669 - Communications equipment, misc"
NWPP,NEW PEOPLES BNKSHS INC,Pink Current,2.29,,0,Common Stock,USA,Virginia,"54,704,241",6022 - State commercial banks
TJBH,TENGJUN BIOTECHNLOGY CORP,OTCQB,3.0,,0,Common Stock,USA,North Carolina,"270,927,507",2080 - Beverages
QEDN,QED CONNECT INC,Pink Current,0.0013,-13.3333,52584504,Common Stock,USA,Michigan,"3,185,172",2068 - Salted and roasted nuts and seeds
SMCE,SMC ENTERTAINMENT INC,Pink Current,0.002772,32.0,281800,Common Stock,USA,Florida,"2,649,924",3652 - Prerecorded records and tapes
OCLG,ONCOLOGIX TECH INC,Pink Current,0.0015,-6.25,590200,Common Stock,USA,California,"2,493,704",3841 - Surgical and medical instruments
GRHY,GREEN HYGIENICS INC,Pink Current,1.5,,0,Common Stock,USA,California,"79,727,253","3999 - Manufacturing industries, misc"
SHGR,SUCCESS HOLDING GRP CORP,Pink Current,6.5,,0,Common Stock,USA,Georgia,"137,241,819","8748 - Business consulting, misc"
CBDD,CBD OF DENVER INC,Pink Current,0.0015,7.1429,8338570,Common Stock,USA,Colorado,"8,372,182",7380 - Services-Miscellaneous Business Services
QWTR,QUEST WATER GLOBAL INC,Pink Current,0.135,,0,Common Stock,Canada,British Columbia,"17,806,909",3585 - Refrigeration and heating equipment
GAHC,GLOBAL ARENA HLDG INC,Pink Current,0.0003,0.0,4007000,Common Stock,USA,New York,"771,476",.
RLAB,REAL AMER CAP CORP,Pink Current,0.0264,,0,Common Stock,USA,California,"703,740",9641 - Regulation of agricultural marketing
EBYH,E-BUY HOME INC,Pink Current,0.295,,0,Common Stock,USA,New York,"3,715,040",7373 - Computer integrated systems design
NNAX,NEW MOMENTUM CORP,OTCQB,0.033,-7.6923,66930,Common Stock,Singapore,,"5,813,562",8741 - Management services
EUBG,ENTREPRENEUR UNIVERSE,Pink Current,0.187,,0,Common Stock,USA,Nevada,"318,120,926",7812 - Motion picture and video production
AIAD,AIADVERTISING INC,Pink Current,0.0047,2.1739,1030622,Common Stock,USA,Texas,"5,386,003",5900 - Retail-Miscellaneous Retail
LWCL,LEWIS & CLARK BANCORP,Pink Current,37.5,,0,Common Stock,USA,Oregon,"40,025,513",Not Available
CANN,GENERAL CANNABIS CORP,OTCQB,0.21,5.0,38875,Common Stock,USA,Colorado,"20,200,359",5912 - Drugstores and Proprietary Stores
GWTR,GLOBAL WATER TECHS INC,Pink Current,0.0261,,0,Common Stock,USA,Indiana,"683,140",.
TXCB,CANG BAO TIN XIA INTL ART,Pink Current,3.0,,0,Common Stock,China,,"330,957,735",.
NEWH,NEWHYDROGEN INC,Pink Current,0.0145,-6.4516,617537,Common Stock,USA,California,"10,224,339",.
FLRE,FLAMERET INC,Pink Current,0.0046,-8.0,363750,Common Stock,USA,Florida,"1,147,864",.
SMGI,SMG INDUSTRIES INC,OTCQB,0.185,,0,Common Stock,USA,Texas,Not Available,4700 - Transportation Services
